RBG_CYC_66824_Nw_c0_41V_40C_C10C10_170627_622BNG_VC211_100DOD_127 (155723 Points)
Capacity (mAh)	Voltage (V)
120.6	3.5549
124	3.546
127.3	3.5367
130.7	3.5258
134	3.5128
137.3	3.4998
140.7	3.4858
144.1	3.4716
147.4	3.4629
150.8	3.4564
154.1	3.4495
157.4	3.4424
160.8	3.4353
164.2	3.4275
167.5	3.4192
170.8	3.4083
174.2	3.3878
177.6	3.3494
180.1	3.3094
180.9	3.2961
183	3.2561
184.3	3.2288
185.9	3.1888
187.3	3.1485
187.6	3.1398
188.8	3.0998
189.9	3.0598
190.8	3.0195
190.9	3.0112
191.2	3
0	3.013
0.4	3.053
1	3.093
1.8	3.133
2.7	3.173
3.4	3.1981
4.6	3.2381
6.1	3.2781
6.7	3.293
8.6	3.333
10.1	3.3596
12.6	3.3996
13.4	3.4102
16.8	3.4433
20.1	3.4567
23.4	3.4644
26.8	3.4719
30.1	3.479
33.5	3.4861
36.9	3.4936
40.2	3.5016
43.5	3.5112
46.9	3.5227
50.3	3.5348
53.6	3.5472
57	3.5593
60.3	3.572
63.6	3.5832
67	3.5943
70.3	3.6061
73.7	3.6173
77	3.625
80.4	3.6328
83.8	3.6402
87.1	3.6483
90.5	3.6563
93.8	3.6647
97.2	3.6728
100.5	3.6814
103.8	3.691
107.2	3.701
110.5	3.7121
113.9	3.7239
117.3	3.7363
120.6	3.7496
124	3.7636
127.3	3.7779
130.7	3.7927
134	3.8079
137.3	3.8231
140.7	3.8386
144.1	3.8541
147.4	3.8699
150.8	3.8857
154.1	3.9015
157.4	3.9174
160.8	3.9335
164.2	3.9502
167.5	3.967
170.8	3.9843
174.2	4.0023
177.6	4.0206
180.9	4.0395
184.3	4.0597
187.6	4.0807
190.8	4.0987
191.2	4.0987
0	4.09
3.1	4.05
3.4	4.0479
6.7	4.0197
10.1	3.9961
13.4	3.975
16.8	3.9561
20.1	3.9378
23.4	3.9198
26.8	3.9028
30.1	3.886
33.5	3.8696
36.9	3.8532
40.2	3.8371
43.5	3.8209
46.9	3.8051
50.3	3.7893
53.6	3.7735
57	3.758
60.3	3.7428
63.6	3.7279
67	3.7137
70.3	3.6997
73.7	3.6873
77	3.6749
80.4	3.6635
83.8	3.6529
87.1	3.643
90.5	3.6334
93.8	3.6244
97.2	3.6148
100.5	3.6058
103.8	3.5971
107.2	3.5887
110.5	3.5807
113.9	3.5723
117.3	3.5636
120.6	3.5549
124	3.546
127.3	3.5367
130.7	3.5258
134	3.5128
137.3	3.5001
140.7	3.4861
144.1	3.4716
147.4	3.4629
150.8	3.4564
154.1	3.4495
157.4	3.4424
160.8	3.4353
164.2	3.4278
167.5	3.4192
170.8	3.4083
174.2	3.3878
177.6	3.3494
180.1	3.3094
180.9	3.2964
183	3.2564
184.3	3.2288
185.9	3.1888
187.3	3.1485
187.6	3.1401
188.8	3.1001
189.9	3.0598
190.8	3.0195
190.9	3.0112
191.2	3
0	3.0133
0.4	3.0533
1	3.0933
1.8	3.1336
2.7	3.1736
3.4	3.1981
4.6	3.2381
6.1	3.2781
6.7	3.293
8.6	3.333
10.1	3.3596
12.6	3.3996
13.4	3.4102
16.8	3.4433
20.1	3.4564
23.4	3.4644
26.8	3.4719
30.1	3.479
33.5	3.4861
36.9	3.4936
40.2	3.5019
43.5	3.5112
46.9	3.5227
50.3	3.5348
53.6	3.5472
57	3.5593
60.3	3.572
63.6	3.5832
67	3.5943
70.3	3.6061
73.7	3.6176
77	3.625
80.4	3.6328
83.8	3.6402
87.1	3.6483
90.5	3.6566
93.8	3.6647
97.2	3.6731
100.5	3.6817
103.8	3.691
107.2	3.701
110.5	3.7124
113.9	3.7239
117.3	3.7366
120.6	3.75
124	3.7636
127.3	3.7779
130.7	3.7927
134	3.8079
137.3	3.8231
140.7	3.8386
144.1	3.8544
147.4	3.8699
150.8	3.8857
154.1	3.9015
157.4	3.9174
160.8	3.9335
164.2	3.9502
167.5	3.967
170.8	3.9843
174.2	4.002
177.6	4.0206
180.9	4.0395
184.3	4.0597
187.6	4.0804
190.8	4.0984
191.2	4.0984
0	4.09
3.1	4.05
3.4	4.0479
6.7	4.0194
10.1	3.9958
13.4	3.975
16.8	3.9561
20.1	3.9378
23.4	3.9198
26.8	3.9025
30.1	3.8857
33.5	3.8693
36.9	3.8532
40.2	3.8371
43.5	3.8209
46.9	3.8051
50.3	3.7893
53.6	3.7735
57	3.758
60.3	3.7428
63.6	3.7279
67	3.7137
70.3	3.7
73.7	3.687
77	3.6749
80.4	3.6638
83.8	3.6529
87.1	3.643
90.5	3.6337
93.8	3.6244
97.2	3.6148
100.5	3.6055
103.8	3.5971
107.2	3.5887
110.5	3.5804
113.9	3.5723
117.3	3.5636
120.6	3.5549
124	3.5463
127.3	3.5367
130.7	3.5258
134	3.5128
137.3	3.4998
140.7	3.4858
144.1	3.4716
147.4	3.4629
150.8	3.4564
154.1	3.4495
157.4	3.4424
160.8	3.4353
164.2	3.4278
167.5	3.4192
170.8	3.4083
174.2	3.3875
177.6	3.3488
180.1	3.3088
180.9	3.2958
183	3.2558
184.3	3.2282
185.9	3.1882
187.3	3.1482
187.6	3.1392
188.8	3.0992
189.8	3.0592
190.8	3.0192
190.9	3.0099
191.2	3
0	3.013
0.4	3.053
1	3.093
1.7	3.133
2.7	3.173
3.4	3.1981
4.6	3.2381
6.1	3.2781
6.7	3.293
8.6	3.333
10.1	3.3596
12.6	3.3996
13.4	3.4102
16.8	3.4433
20.1	3.4567
23.4	3.4644
26.8	3.4719
30.1	3.479
33.5	3.4861
36.9	3.4936
40.2	3.5019
43.5	3.5112
46.9	3.5227
50.3	3.5348
53.6	3.5472
57	3.5593
60.3	3.572
63.6	3.5832
67	3.594
70.3	3.6061
73.7	3.6173
77	3.625
80.4	3.6325
83.8	3.6402
87.1	3.6483
90.5	3.6566
93.8	3.6647
97.2	3.6728
100.5	3.6817
103.8	3.691
107.2	3.701
110.5	3.7121
113.9	3.7236
117.3	3.7363
120.6	3.7496
124	3.7636
127.3	3.7775
130.7	3.7924
134	3.8076
137.3	3.8231
140.7	3.8386
144.1	3.8541
147.4	3.8696
150.8	3.8854
154.1	3.9012
157.4	3.9171
160.8	3.9335
164.2	3.9502
167.5	3.967
170.8	3.984
174.2	4.002
177.6	4.0206
180.9	4.0392
184.3	4.0593
187.6	4.0804
190.9	4.0984
191.2	4.0984
0	4.09
3.1	4.05
3.4	4.0479
6.7	4.0194
10.1	3.9958
13.4	3.975
16.8	3.9558
20.1	3.9375
23.4	3.9195
26.8	3.9025
30.1	3.8857
33.5	3.8693
36.9	3.8529
40.2	3.8368
43.5	3.8209
46.9	3.8048
50.3	3.789
53.6	3.7732
57	3.7577
60.3	3.7425
63.6	3.7276
67	3.7134
70.3	3.6997
73.7	3.687
77	3.6746
80.4	3.6635
83.8	3.6526
87.1	3.6427
90.5	3.6334
93.8	3.6241
97.2	3.6145
100.5	3.6055
103.8	3.5968
107.2	3.5887
110.5	3.5804
113.9	3.572
117.3	3.5633
120.6	3.5546
124	3.5453
127.3	3.5363
130.7	3.5255
134	3.5125
137.3	3.4995
140.7	3.4855
144.1	3.4712
147.4	3.4626
150.8	3.4561
154.1	3.4492
157.4	3.4424
160.8	3.435
164.2	3.4275
167.5	3.4188
170.8	3.408
174.2	3.3869
177.6	3.3482
180.1	3.3082
180.9	3.2945
183	3.2545
184.3	3.2266
185.9	3.1866
187.3	3.1463
187.6	3.137
188.8	3.097
189.8	3.0567
190.7	3.0164
190.9	3.0065
191.1	3
0	3.013
0.4	3.053
1	3.093
1.8	3.133
2.7	3.173
3.4	3.1981
4.6	3.2381
6.1	3.2781
6.7	3.293
8.6	3.333
10.1	3.3596
12.6	3.3996
13.4	3.4102
16.8	3.4433
20.1	3.4567
23.4	3.4644
26.8	3.4719
30.1	3.479
33.5	3.4864
36.9	3.4939
40.2	3.5019
43.5	3.5115
46.9	3.5227
50.3	3.5348
53.6	3.5475
57	3.5593
60.3	3.572
63.6	3.5835
67	3.5943
70.3	3.6061
73.7	3.6176
77	3.6253
80.4	3.6328
83.8	3.6405
87.1	3.6486
90.5	3.6566
93.8	3.6647
97.2	3.6731
100.5	3.6817
103.8	3.691
107.2	3.7016
110.5	3.7124
113.9	3.7239
117.3	3.7366
120.6	3.75
124	3.7639
127.3	3.7782
130.7	3.793
134	3.8079
137.3	3.8234
140.7	3.8389
144.1	3.8544
147.4	3.8699
150.8	3.8857
154.1	3.9015
157.4	3.9177
160.8	3.9338
164.2	3.9505
167.5	3.9673
170.8	3.9843
174.2	4.0023
177.6	4.0206
180.9	4.0395
184.3	4.0597
187.6	4.0807
190.8	4.0987
191.2	4.0987
0	4.09
3.1	4.05
3.4	4.0482
6.7	4.0197
10.1	3.9961
13.4	3.9753
16.8	3.9561
20.1	3.9378
23.4	3.9198
26.8	3.9028
30.1	3.886
33.5	3.8696
36.9	3.8532
40.2	3.8371
43.5	3.8213
46.9	3.8051
50.3	3.7893
53.6	3.7735
57	3.758
60.3	3.7428
63.6	3.7279
67	3.7137
70.3	3.7
73.7	3.687
77	3.6749
80.4	3.6638
83.8	3.6529
87.1	3.643
90.5	3.6337
93.8	3.6244
97.2	3.6148
100.5	3.6055
103.8	3.5971
107.2	3.589
110.5	3.5807
113.9	3.5723
117.3	3.5633
120.6	3.5546
124	3.546
127.3	3.5363
130.7	3.5258
134	3.5128
137.3	3.4998
140.7	3.4858
144.1	3.4712
147.4	3.4629
150.8	3.4561
154.1	3.4495
157.4	3.4424
160.8	3.4353
164.2	3.4275
167.5	3.4188
170.8	3.408
174.2	3.3872
177.6	3.3485
180.1	3.3085
180.9	3.2952
183	3.2552
184.3	3.2276
185.9	3.1876
187.3	3.1476
187.6	3.138
188.8	3.098
189.8	3.058
190.7	3.018
190.9	3.0081
191.1	3
0	3.013
0.4	3.053
1	3.093
1.7	3.133
2.7	3.173
3.4	3.1984
4.6	3.2384
6.1	3.2784
6.7	3.2933
8.6	3.3336
10.1	3.3599
12.6	3.3999
13.4	3.4105
16.8	3.4433
20.1	3.4567
23.4	3.4644
26.8	3.4719
30.1	3.479
33.5	3.4861
36.9	3.4939
40.2	3.5019
43.5	3.5115
46.9	3.523
50.3	3.5351
53.6	3.5475
57	3.5593
60.3	3.5723
63.6	3.5835
67	3.5943
70.3	3.6064
73.7	3.6176
77	3.6253
80.4	3.6328
83.8	3.6405
87.1	3.6486
90.5	3.6569
93.8	3.665
97.2	3.6731
100.5	3.6821
103.8	3.6914
107.2	3.7016
110.5	3.7124
113.9	3.7242
117.3	3.7369
120.6	3.7503
124	3.7642
127.3	3.7785
130.7	3.7934
134	3.8085
137.3	3.8237
140.7	3.8392
144.1	3.8547
147.4	3.8705
150.8	3.8864
154.1	3.9022
157.4	3.918
160.8	3.9341
164.2	3.9508
167.5	3.9679
170.8	3.9853
174.2	4.0029
177.6	4.0215
180.9	4.0401
184.3	4.0603
187.6	4.0814
190.8	4.099
191.1	4.0987
0	4.09
3.1	4.05
3.4	4.0482
6.7	4.0197
10.1	3.9961
13.4	3.976
16.8	3.9564
20.1	3.9381
23.4	3.9202
26.8	3.9031
30.1	3.886
33.5	3.8696
36.9	3.8535
40.2	3.8374
43.5	3.8213
46.9	3.8051
50.3	3.7893
53.6	3.7735
57	3.758
60.3	3.7428
63.6	3.7279
67	3.7137
70.3	3.7
73.7	3.6873
77	3.6749
80.4	3.6638
83.8	3.6529
87.1	3.643
90.5	3.6334
93.8	3.6241
97.2	3.6145
100.5	3.6055
103.8	3.5968
107.2	3.5887
110.5	3.5804
113.9	3.572
117.3	3.5633
120.6	3.5546
124	3.5453
127.3	3.536
130.7	3.5255
134	3.5125
137.3	3.4995
140.7	3.4855
144.1	3.4712
147.4	3.4629
150.8	3.4561
154.1	3.4492
157.4	3.4424
160.8	3.4353
164.2	3.4275
167.5	3.4188
170.8	3.408
174.2	3.3866
177.6	3.3475
180.1	3.3072
180.9	3.2942
183	3.2542
184.3	3.2257
185.9	3.1857
187.3	3.1457
187.6	3.1361
188.8	3.0961
189.8	3.0561
190.7	3.0161
190.9	3.005
191.1	3
0	3.013
0.4	3.053
1	3.093
1.8	3.133
2.7	3.173
3.4	3.1981
4.6	3.2381
6.1	3.2781
6.7	3.293
8.6	3.333
10.1	3.3596
12.6	3.3996
13.4	3.4102
16.8	3.4433
20.1	3.4567
23.4	3.4644
26.8	3.4719
30.1	3.479
33.5	3.4864
36.9	3.4939
40.2	3.5019
43.5	3.5115
46.9	3.5227
50.3	3.5351
53.6	3.5475
57	3.5593
60.3	3.5723
63.6	3.5835
67	3.5943
70.3	3.6061
73.7	3.6176
77	3.6253
80.4	3.6328
83.8	3.6405
87.1	3.6486
90.5	3.6566
93.8	3.665
97.2	3.6731
100.5	3.6817
103.8	3.6914
107.2	3.7016
110.5	3.7124
113.9	3.7242
117.3	3.7369
120.6	3.7503
124	3.7642
127.3	3.7782
130.7	3.793
134	3.8082
137.3	3.8237
140.7	3.8392
144.1	3.8547
147.4	3.8702
150.8	3.886
154.1	3.9019
157.4	3.9177
160.8	3.9338
164.2	3.9505
167.5	3.9676
170.8	3.9846
174.2	4.0026
177.6	4.0212
180.9	4.0398
184.3	4.06
187.6	4.0811
190.8	4.0987
191.1	4.0987
0	4.0904
3.1	4.0504
3.4	4.0482
6.7	4.0197
10.1	3.9961
13.4	3.976
16.8	3.9564
20.1	3.9381
23.4	3.9198
26.8	3.9028
30.1	3.886
33.5	3.8696
36.9	3.8535
40.2	3.8374
43.5	3.8213
46.9	3.8054
50.3	3.7893
53.6	3.7738
57	3.7583
60.3	3.7431
63.6	3.7282
67	3.714
70.3	3.7
73.7	3.6873
77	3.6752
80.4	3.6638
83.8	3.6532
87.1	3.643
90.5	3.6337
93.8	3.6247
97.2	3.6148
100.5	3.6058
103.8	3.5971
107.2	3.589
110.5	3.5807
113.9	3.5723
117.3	3.5636
120.6	3.5549
124	3.5463
127.3	3.5367
130.7	3.5258
134	3.5128
137.3	3.4998
140.7	3.4861
144.1	3.4716
147.4	3.4629
150.8	3.4564
154.1	3.4495
157.4	3.4424
160.8	3.4353
164.2	3.4275
167.5	3.4192
170.8	3.408
174.2	3.3875
177.6	3.3488
180.1	3.3088
180.9	3.2955
183	3.2555
184.3	3.2276
185.9	3.1876
187.3	3.1476
187.6	3.1383
188.8	3.0983
189.8	3.0583
190.8	3.0183
190.9	3.0093
191.1	3
0	3.013
0.4	3.053
1	3.093
1.8	3.133
2.7	3.173
3.4	3.1981
4.6	3.2381
6.1	3.2781
6.7	3.293
8.6	3.333
10.1	3.3596
12.6	3.3996
13.4	3.4102
16.8	3.4433
20.1	3.4567
23.4	3.4644
26.8	3.4719
30.1	3.479
33.5	3.4861
36.9	3.4936
40.2	3.5019
43.5	3.5112
46.9	3.5227
50.3	3.5348
53.6	3.5475
57	3.5593
60.3	3.572
63.6	3.5832
67	3.594
70.3	3.6061
73.7	3.6173
77	3.6253
80.4	3.6328
83.8	3.6405
87.1	3.6486
90.5	3.6566
93.8	3.665
97.2	3.6731
100.5	3.6817
103.8	3.691
107.2	3.7016
110.5	3.7124
113.9	3.7242
117.3	3.7366
120.6	3.75
124	3.7642
127.3	3.7782
130.7	3.793
134	3.8082
137.3	3.8234
140.7	3.8389
144.1	3.8547
147.4	3.8702
150.8	3.886
154.1	3.9019
157.4	3.9177
160.8	3.9341
164.2	3.9508
167.5	3.9676
170.8	3.9849
174.2	4.0026
177.6	4.0212
180.9	4.0401
184.3	4.06
187.6	4.0811
190.8	4.0984
191.1	4.0984
0	4.09
3.1	4.05
3.4	4.0476
6.7	4.019
10.1	3.9958
13.4	3.975
16.8	3.9558
20.1	3.9375
23.4	3.9195
26.8	3.9025
30.1	3.8857
33.5	3.8693
36.9	3.8529
40.2	3.8368
43.5	3.8209
46.9	3.8048
50.3	3.789
53.6	3.7732
57	3.7577
60.3	3.7425
63.6	3.7276
67	3.7134
70.3	3.6994
73.7	3.6867
77	3.6746
80.4	3.6635
83.8	3.6526
87.1	3.6427
90.5	3.6331
93.8	3.6241
97.2	3.6145
100.5	3.6052
103.8	3.5968
107.2	3.5884
110.5	3.5801
113.9	3.5717
117.3	3.563
120.6	3.5543
124	3.5453
127.3	3.536
130.7	3.5252
134	3.5122
137.3	3.4991
140.7	3.4852
144.1	3.4709
147.4	3.4626
150.8	3.4557
154.1	3.4492
157.4	3.4421
160.8	3.4347
164.2	3.4272
167.5	3.4188
170.8	3.4074
174.2	3.386
177.6	3.3463
180.1	3.3063
180.9	3.2924
182.9	3.2524
184.3	3.2235
185.8	3.1835
187.3	3.1432
187.6	3.1327
188.8	3.0927
189.8	3.0527
190.7	3.0127
190.9	3
0	3.0133
0.4	3.0533
1	3.0933
1.8	3.1336
2.7	3.1736
3.4	3.1981
4.6	3.2381
6.1	3.2781
6.7	3.293
8.6	3.333
10.1	3.3599
12.6	3.3999
13.4	3.4102
16.8	3.4433
20.1	3.4567
23.4	3.4644
26.8	3.4719
30.1	3.479
33.5	3.4864
36.9	3.4939
40.2	3.5019
43.5	3.5112
46.9	3.5227
50.3	3.5348
53.6	3.5472
57	3.5593
60.3	3.5723
63.6	3.5835
67	3.5943
70.3	3.6061
73.7	3.6176
77	3.6253
80.4	3.6328
83.8	3.6405
87.1	3.6486
90.5	3.6566
93.8	3.665
97.2	3.6731
100.5	3.6817
103.8	3.6914
107.2	3.7019
110.5	3.7124
113.9	3.7242
117.3	3.7369
120.6	3.7503
124	3.7645
127.3	3.7785
130.7	3.7934
134	3.8085
137.3	3.824
140.7	3.8395
144.1	3.855
147.4	3.8705
150.8	3.8864
154.1	3.9022
157.4	3.9183
160.8	3.9347
164.2	3.9512
167.5	3.9682
170.8	3.9856
174.2	4.0032
177.6	4.0218
180.9	4.0407
184.3	4.0606
187.6	4.0817
190.8	4.0987
191	4.0987
0	4.09
3.1	4.05
3.4	4.0479
6.7	4.0194
10.1	3.9961
13.4	3.9753
16.8	3.9561
20.1	3.9378
23.4	3.9198
26.8	3.9028
30.1	3.8857
33.5	3.8693
36.9	3.8532
40.2	3.8371
43.5	3.8209
46.9	3.8048
50.3	3.789
53.6	3.7732
57	3.7577
60.3	3.7425
63.6	3.7276
67	3.7134
70.3	3.6997
73.7	3.687
77	3.6746
80.4	3.6635
83.8	3.6526
87.1	3.6427
90.5	3.6334
93.8	3.6241
97.2	3.6145
100.5	3.6052
103.8	3.5968
107.2	3.5884
110.5	3.5801
113.9	3.5717
117.3	3.5633
120.6	3.5543
124	3.5453
127.3	3.536
130.7	3.5252
134	3.5122
137.3	3.4991
140.7	3.4852
144.1	3.4709
147.4	3.4626
150.8	3.4557
154.1	3.4489
157.4	3.4421
160.8	3.4347
164.2	3.4272
167.5	3.4185
170.8	3.4074
174.2	3.3857
177.6	3.346
180.1	3.3057
180.9	3.2921
182.9	3.2521
184.3	3.2229
185.9	3.1829
187.3	3.1429
187.6	3.1318
188.8	3.0918
189.8	3.0518
190.7	3.0118
190.9	3
0	3.013
0.4	3.053
1	3.093
1.8	3.133
2.7	3.173
3.4	3.1981
4.6	3.2381
6.1	3.2781
6.7	3.293
8.6	3.333
10.1	3.3596
12.6	3.3996
13.4	3.4102
16.8	3.4433
20.1	3.4567
23.4	3.4647
26.8	3.4719
30.1	3.479
33.5	3.4864
36.9	3.4939
40.2	3.5019
43.5	3.5115
46.9	3.5227
50.3	3.5351
53.6	3.5475
57	3.5593
60.3	3.5723
63.6	3.5835
67	3.5943
70.3	3.6064
73.7	3.6176
77	3.6253
80.4	3.6331
83.8	3.6405
87.1	3.6486
90.5	3.6569
93.8	3.665
97.2	3.6734
100.5	3.6821
103.8	3.6914
107.2	3.7019
110.5	3.7127
113.9	3.7248
117.3	3.7372
120.6	3.7506
124	3.7645
127.3	3.7788
130.7	3.7937
134	3.8089
137.3	3.824
140.7	3.8395
144.1	3.855
147.4	3.8709
150.8	3.8864
154.1	3.9025
157.4	3.9183
160.8	3.9347
164.2	3.9512
167.5	3.9682
170.8	3.9856
174.2	4.0032
177.6	4.0218
180.9	4.0404
184.3	4.0606
187.6	4.0817
190.8	4.0987
191	4.0987
0	4.09
3.1	4.05
3.4	4.0479
6.7	4.0194
10.1	3.9961
13.4	3.9753
16.8	3.9561
20.1	3.9378
23.4	3.9198
26.8	3.9028
30.1	3.886
33.5	3.8693
36.9	3.8532
40.2	3.8371
43.5	3.8209
46.9	3.8048
50.3	3.789
53.6	3.7732
57	3.7577
60.3	3.7425
63.6	3.7276
67	3.7134
70.3	3.6994
73.7	3.687
77	3.6746
80.4	3.6631
83.8	3.6523
87.1	3.6427
90.5	3.6331
93.8	3.6241
97.2	3.6142
100.5	3.6052
103.8	3.5965
107.2	3.5884
110.5	3.5801
113.9	3.5717
117.3	3.563
120.6	3.5543
124	3.545
127.3	3.5357
130.7	3.5249
134	3.5119
137.3	3.4988
140.7	3.4849
144.1	3.4706
147.4	3.4623
150.8	3.4557
154.1	3.4489
157.4	3.4418
160.8	3.4347
164.2	3.4269
167.5	3.4182
170.8	3.4071
174.2	3.3854
177.5	3.3451
177.6	3.3451
180.1	3.3051
180.9	3.2911
182.9	3.2511
184.3	3.2217
185.8	3.1817
187.2	3.1417
187.6	3.1302
188.8	3.0902
189.8	3.0502
190.7	3.0102
190.9	3
0	3.013
0.4	3.053
1	3.093
1.7	3.133
2.7	3.173
3.4	3.1981
4.6	3.2381
6.1	3.2781
6.7	3.2933
8.6	3.3336
10.1	3.3599
12.6	3.3999
13.4	3.4105
16.8	3.4433
20.1	3.4567
23.4	3.4644
26.8	3.4719
30.1	3.4793
33.5	3.4864
36.9	3.4939
40.2	3.5019
43.5	3.5115
46.9	3.523
50.3	3.5351
53.6	3.5475
57	3.5593
60.3	3.5723
63.6	3.5835
67	3.5943
70.3	3.6064
73.7	3.6176
77	3.6253
80.4	3.6331
83.8	3.6408
87.1	3.6486
90.5	3.6569
93.8	3.665
97.2	3.6734
100.5	3.6821
103.8	3.6917
107.2	3.7019
110.5	3.7127
113.9	3.7248
117.3	3.7372
120.6	3.7506
124	3.7648
127.3	3.7788
130.7	3.7937
134	3.8089
137.3	3.8244
140.7	3.8399
144.1	3.8554
147.4	3.8712
150.8	3.887
154.1	3.9028
157.4	3.9186
160.8	3.935
164.2	3.9515
167.5	3.9685
170.8	3.9859
174.2	4.0039
177.6	4.0225
180.9	4.0411
184.3	4.0612
187.6	4.0826
190.8	4.0987
190.9	4.0987
0	4.09
3.1	4.05
3.4	4.0479
6.7	4.0197
10.1	3.9961
13.4	3.9753
16.8	3.9564
20.1	3.9381
23.4	3.9202
26.8	3.9028
30.1	3.886
33.5	3.8696
36.9	3.8535
40.2	3.8374
43.5	3.8209
46.9	3.8051
50.3	3.7893
53.6	3.7735
57	3.758
60.3	3.7428
63.6	3.7279
67	3.7137
70.3	3.6997
73.7	3.687
77	3.6749
80.4	3.6638
83.8	3.6526
87.1	3.6427
90.5	3.6334
93.8	3.6241
97.2	3.6145
100.5	3.6052
103.8	3.5968
107.2	3.5884
110.5	3.5804
113.9	3.5717
117.3	3.563
120.6	3.5543
124	3.5453
127.3	3.5357
130.7	3.5249
134	3.5119
137.3	3.4988
140.7	3.4849
144.1	3.4706
147.4	3.4623
150.8	3.4557
154.1	3.4489
157.4	3.4421
160.8	3.4347
164.2	3.4269
167.5	3.4182
170.8	3.4071
174.2	3.3851
177.5	3.3451
177.6	3.3444
180.1	3.3041
180.9	3.2905
182.9	3.2505
184.3	3.2211
185.8	3.1811
187.2	3.1411
187.6	3.1293
188.8	3.0893
189.8	3.0493
190.6	3.0093
190.8	3
0	3.013
0.4	3.053
1	3.093
1.7	3.133
2.7	3.173
3.4	3.1981
4.6	3.2381
6.1	3.2781
6.7	3.2933
8.6	3.3336
10.1	3.3599
12.6	3.3999
13.4	3.4105
16.8	3.4437
20.1	3.4567
23.4	3.4644
26.8	3.4719
30.1	3.4793
33.5	3.4864
36.9	3.4939
40.2	3.5019
43.5	3.5115
46.9	3.523
50.3	3.5351
53.6	3.5475
57	3.5596
60.3	3.5723
63.6	3.5835
67	3.5946
70.3	3.6064
73.7	3.6179
77	3.6253
80.4	3.6331
83.8	3.6408
87.1	3.6489
90.5	3.6569
93.8	3.665
97.2	3.6737
100.5	3.6824
103.8	3.6917
107.2	3.7022
110.5	3.7131
113.9	3.7251
117.3	3.7375
120.6	3.7509
124	3.7648
127.3	3.7794
130.7	3.794
134	3.8092
137.3	3.8247
140.7	3.8402
144.1	3.8557
147.4	3.8712
150.8	3.8873
154.1	3.9028
157.4	3.9192
160.8	3.9357
164.2	3.9521
167.5	3.9688
170.8	3.9862
174.2	4.0039
177.6	4.0228
180.9	4.0414
184.3	4.0615
187.6	4.0832
190.7	4.0987
190.8	4.0987
0	4.09
3.1	4.05
3.4	4.0476
6.7	4.0194
10.1	3.9958
13.4	3.9753
16.8	3.9561
20.1	3.9378
23.4	3.9198
26.8	3.9025
30.1	3.886
33.5	3.8693
36.9	3.8532
40.2	3.8371
43.5	3.8209
46.9	3.8048
50.3	3.789
53.6	3.7732
57	3.7577
60.3	3.7425
63.6	3.7276
67	3.7134
70.3	3.6997
73.7	3.687
77	3.6746
80.4	3.6631
83.8	3.6526
87.1	3.6427
90.5	3.6331
93.8	3.6235
97.2	3.6142
100.5	3.6052
103.8	3.5968
107.2	3.5884
110.5	3.5801
113.9	3.5717
117.3	3.563
120.6	3.5543
124	3.545
127.3	3.5357
130.7	3.5249
134	3.5119
137.3	3.4988
140.7	3.4849
144.1	3.4706
147.4	3.4626
150.8	3.4557
154.1	3.4489
157.4	3.4418
160.8	3.4347
164.2	3.4269
167.5	3.4182
170.8	3.4068
174.2	3.3847
177.5	3.3444
177.6	3.3441
180.1	3.3041
180.9	3.2893
182.9	3.2493
184.3	3.2201
185.8	3.1798
187.2	3.1398
187.6	3.1281
188.8	3.0881
189.8	3.0481
190.6	3.0081
190.8	3
0	3.0133
0.4	3.0533
1	3.0933
1.8	3.1336
2.7	3.1736
3.4	3.1981
4.6	3.2381
6.1	3.2781
6.7	3.2933
8.6	3.3336
10.1	3.3599
12.6	3.3999
13.4	3.4105
16.8	3.4437
20.1	3.457
23.4	3.4647
26.8	3.4719
30.1	3.4793
33.5	3.4864
36.9	3.4939
40.2	3.5022
43.5	3.5115
46.9	3.523
50.3	3.5351
53.6	3.5475
57	3.5596
60.3	3.5723
63.6	3.5838
67	3.5946
70.3	3.6064
73.7	3.6179
77	3.6256
80.4	3.6331
83.8	3.6408
87.1	3.6489
90.5	3.6573
93.8	3.6653
97.2	3.6734
100.5	3.6824
103.8	3.6917
107.2	3.7022
110.5	3.7131
113.9	3.7251
117.3	3.7375
120.6	3.7509
124	3.7651
127.3	3.7797
130.7	3.7943
134	3.8095
137.3	3.8247
140.7	3.8402
144.1	3.8557
147.4	3.8715
150.8	3.8873
154.1	3.9031
157.4	3.9192
160.8	3.9357
164.2	3.9521
167.5	3.9688
170.8	3.9862
174.2	4.0042
177.6	4.0228
180.9	4.0417
184.3	4.0618
187.6	4.0832
190.7	4.0987
190.8	4.0987
0	4.09
3.1	4.05
3.4	4.0479
6.7	4.0194
10.1	3.9961
13.4	3.9753
16.8	3.9561
20.1	3.9378
23.4	3.9198
26.8	3.9028
30.1	3.886
33.5	3.8693
36.9	3.8532
40.2	3.8371
43.5	3.8209
46.9	3.8051
50.3	3.789
53.6	3.7735
57	3.7577
60.3	3.7425
63.6	3.7276
67	3.7134
70.3	3.6994
73.7	3.687
77	3.6746
80.4	3.6635
83.8	3.6523
87.1	3.6424
90.5	3.6331
93.8	3.6235
97.2	3.6142
100.5	3.6052
103.8	3.5965
107.2	3.5881
110.5	3.5801
113.9	3.5714
117.3	3.5627
120.6	3.554
124	3.545
127.3	3.5354
130.7	3.5246
134	3.5112
137.3	3.4982
140.7	3.4843
