RBG_CYC_66824_Nw_c0_41V_40C_C10C10_170627_622BNG_VC211_100DOD_127 (155723 Points)
Capacity (mAh)	Voltage (V)
197.7	4.0221
201	4.0392
204.3	4.0562
207.7	4.0733
211.1	4.091
213.5	4.0993
0	4.0925
3.4	4.0631
6.7	4.0429
10.1	4.0237
13.4	4.0045
16.8	3.9853
20.1	3.9657
23.4	3.9462
26.8	3.9257
30.1	3.9062
33.5	3.8876
36.9	3.8705
40.2	3.8544
43.5	3.8389
46.9	3.8237
50.3	3.8089
53.6	3.7943
57	3.7803
60.3	3.7664
63.6	3.7524
67	3.7391
70.3	3.7264
73.7	3.714
77	3.7022
80.4	3.6907
83.8	3.6805
87.1	3.6703
90.5	3.661
93.8	3.6523
97.2	3.6442
100.5	3.6365
103.8	3.6294
107.2	3.6222
110.5	3.6154
113.9	3.6092
117.3	3.6024
120.6	3.5953
124	3.5884
127.3	3.5813
130.7	3.5742
134	3.567
137.3	3.5596
140.7	3.5515
144.1	3.5435
147.4	3.5348
150.8	3.5252
154.1	3.5146
157.4	3.5022
160.8	3.4889
164.2	3.4765
167.5	3.4647
170.8	3.4554
174.2	3.448
177.6	3.4409
180.9	3.4337
184.3	3.4257
187.6	3.417
190.9	3.4068
194.3	3.3928
197.7	3.3702
200.8	3.3302
201	3.3274
203.4	3.2874
204.3	3.2694
206.2	3.2294
207.7	3.1944
209.2	3.1544
210.4	3.1144
211.1	3.0933
212.1	3.0533
213	3.0133
213.2	3
0	3.013
0.3	3.053
0.9	3.093
1.6	3.133
2.6	3.173
3.4	3.2018
4.6	3.2418
6.1	3.2818
6.7	3.2948
8.6	3.3348
10.1	3.3599
12.7	3.3999
13.4	3.4086
16.8	3.4387
20.1	3.4489
23.4	3.4564
26.8	3.4635
30.1	3.4706
33.5	3.4778
36.9	3.4855
40.2	3.4939
43.5	3.5038
46.9	3.515
50.3	3.5264
53.6	3.5385
57	3.5503
60.3	3.5621
63.6	3.5726
67	3.5828
70.3	3.5943
73.7	3.6033
77	3.6108
80.4	3.6173
83.8	3.6232
87.1	3.6294
90.5	3.6356
93.8	3.6414
97.2	3.6473
100.5	3.6529
103.8	3.6588
107.2	3.6653
110.5	3.6718
113.9	3.679
117.3	3.6867
120.6	3.6948
124	3.7038
127.3	3.7131
130.7	3.7233
134	3.7344
137.3	3.7459
140.7	3.7583
144.1	3.7707
147.4	3.7844
150.8	3.798
154.1	3.812
157.4	3.8265
160.8	3.8408
164.2	3.8557
167.5	3.8709
170.8	3.8864
174.2	3.9019
177.6	3.918
180.9	3.9353
184.3	3.9527
187.6	3.9707
190.9	3.9884
194.3	4.006
197.7	4.0231
201	4.0401
204.3	4.0572
207.7	4.0745
211.1	4.0916
213.3	4.0993
0	4.0922
3.4	4.0631
6.7	4.0426
10.1	4.0237
13.4	4.0042
16.8	3.9853
20.1	3.9657
23.4	3.9459
26.8	3.9254
30.1	3.9059
33.5	3.8873
36.9	3.8702
40.2	3.8544
43.5	3.8389
46.9	3.8237
50.3	3.8089
53.6	3.7943
57	3.7803
60.3	3.7661
63.6	3.7524
67	3.7391
70.3	3.7264
73.7	3.7137
77	3.7022
80.4	3.6907
83.8	3.6802
87.1	3.67
90.5	3.6607
93.8	3.6523
97.2	3.6439
100.5	3.6362
103.8	3.6287
107.2	3.6219
110.5	3.6151
113.9	3.6086
117.3	3.6018
120.6	3.5949
124	3.5881
127.3	3.581
130.7	3.5739
134	3.5667
137.3	3.5593
140.7	3.5515
144.1	3.5432
147.4	3.5345
150.8	3.5249
154.1	3.514
157.4	3.5016
160.8	3.4886
164.2	3.4759
167.5	3.4641
170.8	3.4551
174.2	3.4477
177.6	3.4406
180.9	3.4334
184.3	3.4257
187.6	3.417
190.9	3.4068
194.3	3.3925
197.7	3.3686
200.7	3.3286
201	3.3249
203.4	3.2849
204.3	3.266
206.2	3.226
207.7	3.1904
209.1	3.1504
210.4	3.1104
211.1	3.0871
212.1	3.0471
212.9	3.0068
213.1	3
0	3.0127
0.3	3.0527
0.9	3.0927
1.6	3.1327
2.6	3.1727
3.4	3.2018
4.6	3.2418
6.1	3.2818
6.7	3.2948
8.6	3.3348
10.1	3.3596
12.7	3.3996
13.4	3.4086
16.8	3.4387
20.1	3.4489
23.4	3.4564
26.8	3.4635
30.1	3.4706
33.5	3.4778
36.9	3.4852
40.2	3.4939
43.5	3.5035
46.9	3.515
50.3	3.5264
53.6	3.5382
57	3.55
60.3	3.5621
63.6	3.5723
67	3.5828
70.3	3.594
73.7	3.6033
77	3.6108
80.4	3.6173
83.8	3.6238
87.1	3.6297
90.5	3.6356
93.8	3.6414
97.2	3.6476
100.5	3.6529
103.8	3.6591
107.2	3.6653
110.5	3.6721
113.9	3.6793
117.3	3.6867
120.6	3.6951
124	3.7038
127.3	3.7134
130.7	3.7236
134	3.7348
137.3	3.7462
140.7	3.7586
144.1	3.7713
147.4	3.7844
150.8	3.7983
154.1	3.8123
157.4	3.8268
160.8	3.8414
164.2	3.856
167.5	3.8712
170.8	3.8867
174.2	3.9022
177.6	3.9183
180.9	3.9353
184.3	3.9527
187.6	3.9707
190.9	3.9884
194.3	4.006
197.7	4.0234
201	4.0404
204.3	4.0572
207.7	4.0745
211.1	4.0919
213.2	4.099
0	4.0922
3.4	4.0625
6.7	4.0423
10.1	4.0231
13.4	4.0039
16.8	3.9849
20.1	3.9651
23.4	3.945
26.8	3.9245
30.1	3.9046
33.5	3.8867
36.9	3.8699
40.2	3.8538
43.5	3.8383
46.9	3.8234
50.3	3.8085
53.6	3.794
57	3.7794
60.3	3.7658
63.6	3.7521
67	3.7388
70.3	3.7258
73.7	3.7134
77	3.7016
80.4	3.6904
83.8	3.6799
87.1	3.6697
90.5	3.6604
93.8	3.6517
97.2	3.6436
100.5	3.6359
103.8	3.6287
107.2	3.6216
110.5	3.6148
113.9	3.6083
117.3	3.6015
120.6	3.5946
124	3.5875
127.3	3.5807
130.7	3.5735
134	3.5664
137.3	3.5587
140.7	3.5509
144.1	3.5425
147.4	3.5339
150.8	3.5243
154.1	3.5131
157.4	3.5007
160.8	3.4877
164.2	3.4747
167.5	3.4632
170.8	3.4545
174.2	3.4474
177.6	3.4402
180.9	3.4328
184.3	3.425
187.6	3.4164
190.9	3.4061
194.3	3.3916
197.7	3.3668
200.7	3.3268
201	3.3215
203.3	3.2815
204.3	3.262
206.2	3.222
207.7	3.1848
209.1	3.1448
210.3	3.1048
211.1	3.0794
212	3.0394
212.9	3
0	3.0121
0.3	3.0521
0.9	3.0921
1.6	3.1321
2.6	3.1721
3.4	3.2012
4.6	3.2412
6.1	3.2812
6.7	3.2945
8.6	3.3345
10.1	3.3593
12.7	3.3993
13.4	3.4083
16.8	3.4387
20.1	3.4489
23.4	3.4564
26.8	3.4635
30.1	3.4706
33.5	3.4778
36.9	3.4852
40.2	3.4939
43.5	3.5035
46.9	3.5143
50.3	3.5264
53.6	3.5382
57	3.55
60.3	3.5621
63.6	3.5726
67	3.5828
70.3	3.594
73.7	3.6036
77	3.6108
80.4	3.6173
83.8	3.6238
87.1	3.6297
90.5	3.6359
93.8	3.6418
97.2	3.6476
100.5	3.6532
103.8	3.6591
107.2	3.6656
110.5	3.6724
113.9	3.6796
117.3	3.687
120.6	3.6954
124	3.7044
127.3	3.7137
130.7	3.7239
134	3.7351
137.3	3.7465
140.7	3.7589
144.1	3.772
147.4	3.785
150.8	3.7989
154.1	3.8132
157.4	3.8275
160.8	3.8423
164.2	3.8569
167.5	3.8718
170.8	3.8873
174.2	3.9028
177.6	3.9192
180.9	3.936
184.3	3.9536
187.6	3.9716
190.9	3.9896
194.3	4.0073
197.7	4.0243
201	4.0414
204.3	4.0584
207.7	4.0758
211.1	4.0931
213	4.099
0	4.0922
3.4	4.0625
6.7	4.0423
10.1	4.0231
13.4	4.0039
16.8	3.9846
20.1	3.9651
23.4	3.9446
26.8	3.9242
30.1	3.9043
33.5	3.8864
36.9	3.8696
40.2	3.8535
43.5	3.8383
46.9	3.8231
50.3	3.8085
53.6	3.7937
57	3.7794
60.3	3.7658
63.6	3.7521
67	3.7385
70.3	3.7258
73.7	3.7134
77	3.7013
80.4	3.6901
83.8	3.6796
87.1	3.6697
90.5	3.6604
93.8	3.6517
97.2	3.6436
100.5	3.6356
103.8	3.6284
107.2	3.6213
110.5	3.6145
113.9	3.6077
117.3	3.6011
120.6	3.5943
124	3.5875
127.3	3.5804
130.7	3.5732
134	3.5661
137.3	3.5587
140.7	3.5506
144.1	3.5422
147.4	3.5336
150.8	3.5239
154.1	3.5128
157.4	3.5004
160.8	3.4871
164.2	3.474
167.5	3.4629
170.8	3.4542
174.2	3.4471
177.6	3.4399
180.9	3.4328
184.3	3.425
187.6	3.4164
190.9	3.4058
194.3	3.3913
197.7	3.3652
200.6	3.3252
201	3.3193
203.3	3.2793
204.3	3.2586
206.2	3.2186
207.7	3.1811
209.1	3.1411
210.3	3.1011
211.1	3.0732
212	3.0332
212.7	3
0	3.0127
0.3	3.0527
0.9	3.0927
1.7	3.1327
2.6	3.1727
3.4	3.2009
4.6	3.2412
6.1	3.2812
6.7	3.2942
8.6	3.3342
10.1	3.3593
12.7	3.3993
13.4	3.4083
16.8	3.4387
20.1	3.4489
23.4	3.4564
26.8	3.4635
30.1	3.4706
33.5	3.4778
36.9	3.4855
40.2	3.4939
43.5	3.5035
46.9	3.5143
50.3	3.5264
53.6	3.5382
57	3.55
60.3	3.5621
63.6	3.5726
67	3.5832
70.3	3.5943
73.7	3.6036
77	3.6111
80.4	3.6173
83.8	3.6238
87.1	3.63
90.5	3.6359
93.8	3.6421
97.2	3.6476
100.5	3.6532
103.8	3.6594
107.2	3.6656
110.5	3.6724
113.9	3.6796
117.3	3.6873
120.6	3.6957
124	3.7044
127.3	3.714
130.7	3.7242
134	3.7357
137.3	3.7472
140.7	3.7596
144.1	3.7726
147.4	3.7856
150.8	3.7996
154.1	3.8135
157.4	3.8281
160.8	3.8426
164.2	3.8575
167.5	3.8727
170.8	3.8882
174.2	3.9037
177.6	3.9198
180.9	3.9363
184.3	3.9539
187.6	3.9722
190.9	3.9905
194.3	4.0076
197.7	4.0249
201	4.042
204.3	4.0593
207.7	4.0764
211.1	4.0938
212.9	4.099
0	4.0925
3.4	4.0628
6.7	4.0426
10.1	4.0234
13.4	4.0042
16.8	3.9849
20.1	3.9651
23.4	3.945
26.8	3.9242
30.1	3.9043
33.5	3.8864
36.9	3.8699
40.2	3.8538
43.5	3.8386
46.9	3.8234
50.3	3.8085
53.6	3.794
57	3.7797
60.3	3.7661
63.6	3.7521
67	3.7388
70.3	3.7261
73.7	3.7134
77	3.7013
80.4	3.6901
83.8	3.6799
87.1	3.6697
90.5	3.6604
93.8	3.6517
97.2	3.6436
100.5	3.6359
103.8	3.6284
107.2	3.6213
110.5	3.6145
113.9	3.6083
117.3	3.6011
120.6	3.5943
124	3.5875
127.3	3.5804
130.7	3.5732
134	3.5661
137.3	3.5584
140.7	3.5506
144.1	3.5422
147.4	3.5332
150.8	3.5239
154.1	3.5125
157.4	3.5001
160.8	3.4867
164.2	3.4737
167.5	3.4626
170.8	3.4542
174.2	3.4471
177.6	3.4402
180.9	3.4328
184.3	3.425
187.6	3.4164
190.9	3.4058
194.3	3.3909
197.7	3.364
200.6	3.324
201	3.3175
203.3	3.2775
204.3	3.2561
206.2	3.2161
207.7	3.177
209.1	3.137
210.3	3.097
211.1	3.0676
212	3.0276
212.6	3
0	3.0121
0.3	3.0521
0.9	3.0921
1.7	3.1321
2.6	3.1721
3.4	3.2009
4.6	3.2412
6.1	3.2812
6.7	3.2942
8.6	3.3342
10.1	3.3593
12.7	3.3993
13.4	3.4083
16.8	3.439
20.1	3.4492
23.4	3.4567
26.8	3.4638
30.1	3.4709
33.5	3.4781
36.9	3.4855
40.2	3.4939
43.5	3.5038
46.9	3.515
50.3	3.5264
53.6	3.5385
57	3.5503
60.3	3.5621
63.6	3.5726
67	3.5828
70.3	3.5943
73.7	3.6036
77	3.6111
80.4	3.6176
83.8	3.6241
87.1	3.63
90.5	3.6362
93.8	3.6421
97.2	3.648
100.5	3.6535
103.8	3.6597
107.2	3.6659
110.5	3.6728
113.9	3.6799
117.3	3.6879
120.6	3.696
124	3.705
127.3	3.7146
130.7	3.7251
134	3.7363
137.3	3.7481
140.7	3.7602
144.1	3.7732
147.4	3.7865
150.8	3.8005
154.1	3.8144
157.4	3.829
160.8	3.8436
164.2	3.8585
167.5	3.8736
170.8	3.8888
174.2	3.9046
177.6	3.9208
180.9	3.9375
184.3	3.9549
187.6	3.9735
190.9	3.9915
194.3	4.0088
197.7	4.0262
201	4.0435
204.3	4.0603
207.7	4.0776
211.1	4.0947
212.7	4.099
0	4.0922
3.4	4.0628
6.7	4.0423
10.1	4.0228
13.4	4.0039
16.8	3.9849
20.1	3.9648
23.4	3.944
26.8	3.9239
30.1	3.904
33.5	3.8864
36.9	3.8696
40.2	3.8538
43.5	3.8383
46.9	3.8234
50.3	3.8085
53.6	3.794
57	3.7797
60.3	3.7658
63.6	3.7521
67	3.7388
70.3	3.7261
73.7	3.7134
77	3.7013
80.4	3.6901
83.8	3.6799
87.1	3.6697
90.5	3.6604
93.8	3.6517
97.2	3.6433
100.5	3.6356
103.8	3.6281
107.2	3.6213
110.5	3.6145
113.9	3.6073
117.3	3.6008
120.6	3.594
124	3.5869
127.3	3.5797
130.7	3.5729
134	3.5655
137.3	3.5577
140.7	3.5497
144.1	3.5416
147.4	3.5326
150.8	3.523
154.1	3.5115
157.4	3.4988
160.8	3.4858
164.2	3.4728
167.5	3.4619
170.8	3.4539
174.2	3.4468
177.6	3.4396
180.9	3.4325
184.3	3.4244
187.6	3.4157
190.9	3.4052
194.3	3.39
197.7	3.3618
200.5	3.3215
201	3.3141
203.2	3.2741
204.3	3.2517
206.1	3.2114
207.7	3.1711
207.7	3.1711
209.1	3.1308
210.2	3.0908
211.1	3.0592
211.9	3.0192
212.3	3
0	3.0124
0.3	3.0524
0.9	3.0924
1.7	3.1324
2.6	3.1724
3.4	3.2003
4.6	3.2403
6.1	3.2803
6.7	3.2939
8.6	3.3339
10.1	3.359
12.7	3.399
13.4	3.408
16.8	3.4387
20.1	3.4489
23.4	3.4567
26.8	3.4635
30.1	3.4706
33.5	3.4781
36.9	3.4855
40.2	3.4939
43.5	3.5035
46.9	3.5143
50.3	3.5264
53.6	3.5382
57	3.55
60.3	3.5618
63.6	3.5726
67	3.5828
70.3	3.5943
73.7	3.6036
77	3.6108
80.4	3.6176
83.8	3.6238
87.1	3.6297
90.5	3.6359
93.8	3.6421
97.2	3.648
100.5	3.6535
103.8	3.6597
107.2	3.6659
110.5	3.6728
113.9	3.6799
117.3	3.6879
120.6	3.6963
124	3.7053
127.3	3.7149
130.7	3.7255
134	3.7363
137.3	3.7484
140.7	3.7605
144.1	3.7738
147.4	3.7872
150.8	3.8008
154.1	3.8151
157.4	3.8293
160.8	3.8442
164.2	3.8591
167.5	3.8743
170.8	3.8898
174.2	3.9053
177.6	3.9214
180.9	3.9381
184.3	3.9558
187.6	3.9744
190.9	3.9924
194.3	4.0097
197.7	4.0271
201	4.0445
204.3	4.0615
207.7	4.0786
211.1	4.0956
212.4	4.099
0	4.0922
3.4	4.0628
6.7	4.0423
10.1	4.0234
13.4	4.0039
16.8	3.9849
20.1	3.9645
23.4	3.9437
26.8	3.9233
30.1	3.9037
33.5	3.886
36.9	3.8693
40.2	3.8535
43.5	3.8383
46.9	3.8231
50.3	3.8082
53.6	3.7937
57	3.7794
60.3	3.7658
63.6	3.7518
67	3.7385
70.3	3.7258
73.7	3.7131
77	3.7013
80.4	3.6901
83.8	3.6796
87.1	3.6693
90.5	3.66
93.8	3.6514
97.2	3.6433
100.5	3.6356
103.8	3.6281
107.2	3.621
110.5	3.6142
113.9	3.6073
117.3	3.6008
120.6	3.5937
124	3.5869
127.3	3.5797
130.7	3.5726
134	3.5655
137.3	3.5577
140.7	3.5497
144.1	3.5413
147.4	3.5323
150.8	3.523
154.1	3.5112
157.4	3.4988
160.8	3.4855
164.2	3.4725
167.5	3.4616
170.8	3.4536
174.2	3.4464
177.6	3.4396
180.9	3.4325
184.3	3.4244
187.6	3.4157
190.9	3.4052
194.3	3.3897
197.7	3.3599
200.5	3.3196
201	3.3116
203.2	3.2716
204.3	3.249
206.1	3.209
207.6	3.169
207.7	3.1674
209	3.1274
210.2	3.0874
211.1	3.053
211.9	3.013
212.2	3
0	3.0121
0.3	3.0521
0.9	3.0921
1.7	3.1321
2.6	3.1721
3.4	3.2003
4.6	3.2403
6.1	3.2803
6.7	3.2939
8.6	3.3339
10.1	3.359
12.7	3.399
13.4	3.408
16.8	3.4387
20.1	3.4492
23.4	3.4567
26.8	3.4638
30.1	3.4706
33.5	3.4778
36.9	3.4855
40.2	3.4939
43.5	3.5035
46.9	3.515
50.3	3.5264
53.6	3.5385
57	3.55
60.3	3.5621
63.6	3.5726
67	3.5828
70.3	3.5943
73.7	3.6039
77	3.6111
80.4	3.6176
83.8	3.6241
87.1	3.63
90.5	3.6362
93.8	3.6424
97.2	3.648
100.5	3.6538
103.8	3.6597
107.2	3.6662
110.5	3.6731
113.9	3.6805
117.3	3.6883
120.6	3.6966
124	3.7056
127.3	3.7152
130.7	3.7261
134	3.7369
137.3	3.749
140.7	3.7614
144.1	3.7744
147.4	3.7881
150.8	3.8017
154.1	3.816
157.4	3.8306
160.8	3.8451
164.2	3.86
167.5	3.8752
170.8	3.8907
174.2	3.9062
177.6	3.9223
180.9	3.9391
184.3	3.9567
187.6	3.9753
190.9	3.9936
194.3	4.011
197.7	4.0287
201	4.0457
204.3	4.0628
207.7	4.0801
211.1	4.0972
212.2	4.099
0	4.0919
3.4	4.0625
6.7	4.0423
10.1	4.0231
13.4	4.0039
16.8	3.9846
20.1	3.9645
23.4	3.9434
26.8	3.9229
30.1	3.9034
33.5	3.8857
36.9	3.8693
40.2	3.8535
43.5	3.838
46.9	3.8231
50.3	3.8085
53.6	3.794
57	3.7794
60.3	3.7658
63.6	3.7518
67	3.7385
70.3	3.7258
73.7	3.7131
77	3.701
80.4	3.6898
83.8	3.6796
87.1	3.6693
90.5	3.66
93.8	3.6514
97.2	3.643
100.5	3.6352
103.8	3.6278
107.2	3.621
110.5	3.6139
113.9	3.607
117.3	3.6005
120.6	3.5937
124	3.5866
127.3	3.5794
130.7	3.5723
134	3.5652
137.3	3.5574
140.7	3.5494
144.1	3.541
147.4	3.532
150.8	3.5224
154.1	3.5106
157.4	3.4976
160.8	3.4849
164.2	3.4719
167.5	3.4613
170.8	3.4533
174.2	3.4464
177.6	3.4393
180.9	3.4319
184.3	3.4241
187.6	3.4154
190.9	3.4043
194.3	3.3885
197.7	3.3581
200.4	3.3181
201	3.3088
203.2	3.2688
204.3	3.2452
206.1	3.2052
207.6	3.1649
207.7	3.1625
209	3.1225
210.1	3.0825
211.1	3.0456
211.9	3.0056
212	3
0	3.0121
0.3	3.0521
0.9	3.0921
1.7	3.1321
2.6	3.1721
3.4	3.2
4.6	3.24
6.1	3.28
6.7	3.2936
8.6	3.3336
10.1	3.359
12.7	3.399
13.4	3.408
16.8	3.4387
20.1	3.4492
23.4	3.4567
26.8	3.4638
30.1	3.4709
33.5	3.4781
36.9	3.4855
40.2	3.4942
43.5	3.5038
46.9	3.5143
50.3	3.5264
53.6	3.5385
57	3.55
60.3	3.5621
63.6	3.5726
67	3.5828
70.3	3.5943
73.7	3.6036
77	3.6111
80.4	3.6176
83.8	3.6241
87.1	3.63
90.5	3.6362
93.8	3.6421
97.2	3.648
100.5	3.6538
103.8	3.6597
107.2	3.6666
110.5	3.6731
113.9	3.6805
117.3	3.6883
120.6	3.6966
124	3.7059
127.3	3.7155
130.7	3.7261
134	3.7372
137.3	3.7493
140.7	3.7614
144.1	3.7748
147.4	3.7881
150.8	3.8017
154.1	3.816
157.4	3.8306
160.8	3.8454
164.2	3.86
167.5	3.8752
170.8	3.8907
174.2	3.9062
177.6	3.9223
180.9	3.9391
184.3	3.9567
187.6	3.9753
190.9	3.9936
194.3	4.0113
197.7	4.0287
201	4.0457
204.3	4.0628
207.7	4.0801
211.1	4.0975
212.1	4.0987
0	4.0922
3.4	4.0625
6.7	4.042
10.1	4.0228
13.4	4.0032
16.8	3.984
20.1	3.9639
23.4	3.9428
26.8	3.9223
30.1	3.9028
33.5	3.8851
36.9	3.8687
40.2	3.8529
43.5	3.8377
46.9	3.8228
50.3	3.8079
53.6	3.7934
57	3.7791
60.3	3.7655
63.6	3.7518
67	3.7382
70.3	3.7251
73.7	3.7131
77	3.701
80.4	3.6898
83.8	3.6793
87.1	3.669
90.5	3.6597
93.8	3.6511
97.2	3.643
100.5	3.6352
103.8	3.6278
107.2	3.6207
110.5	3.6139
113.9	3.607
117.3	3.6005
120.6	3.5934
124	3.5863
127.3	3.5791
130.7	3.5723
134	3.5649
137.3	3.5571
140.7	3.5491
144.1	3.5407
147.4	3.5317
150.8	3.5218
154.1	3.5103
157.4	3.4973
160.8	3.4846
164.2	3.4712
167.5	3.461
170.8	3.453
174.2	3.4461
177.6	3.4393
180.9	3.4319
184.3	3.4241
187.6	3.4151
190.9	3.4043
194.3	3.3878
197.7	3.3565
200.4	3.3165
201	3.3066
203.2	3.2663
204.3	3.2421
206.1	3.2021
207.6	3.1618
207.7	3.1587
209	3.1187
210.1	3.0784
211.1	3.0397
211.9	3
0	3.0124
0.3	3.0524
0.9	3.0924
1.7	3.1324
2.6	3.1724
3.4	3.2
4.6	3.24
6.1	3.28
6.7	3.2936
8.6	3.3336
10.1	3.359
12.7	3.399
13.4	3.408
16.8	3.4387
20.1	3.4492
23.4	3.4567
26.8	3.4638
30.1	3.4712
33.5	3.4781
36.9	3.4858
40.2	3.4942
43.5	3.5038
46.9	3.515
50.3	3.5264
53.6	3.5385
57	3.5503
60.3	3.5624
63.6	3.5726
67	3.5828
70.3	3.5943
73.7	3.6039
77	3.6111
80.4	3.6176
83.8	3.6241
87.1	3.63
90.5	3.6362
93.8	3.6424
97.2	3.6483
100.5	3.6538
103.8	3.66
107.2	3.6666
110.5	3.6734
113.9	3.6808
117.3	3.6886
120.6	3.6969
124	3.7059
127.3	3.7158
130.7	3.7267
134	3.7375
137.3	3.7496
140.7	3.762
144.1	3.7751
147.4	3.7887
150.8	3.8027
154.1	3.8166
157.4	3.8312
160.8	3.8457
164.2	3.8609
167.5	3.8758
170.8	3.8913
174.2	3.9071
177.6	3.9229
180.9	3.9397
184.3	3.9574
187.6	3.976
190.9	3.9942
194.3	4.0119
197.7	4.0296
201	4.0463
204.3	4.0637
207.7	4.0807
211.1	4.0984
212	4.099
0	4.0922
3.4	4.0628
6.7	4.0423
10.1	4.0234
13.4	4.0039
16.8	3.9843
20.1	3.9642
23.4	3.9431
26.8	3.9223
30.1	3.9031
33.5	3.8854
36.9	3.869
40.2	3.8532
43.5	3.838
46.9	3.8228
50.3	3.8082
53.6	3.7937
57	3.7794
60.3	3.7655
63.6	3.7515
67	3.7382
70.3	3.7251
73.7	3.7127
77	3.701
80.4	3.6895
83.8	3.6793
87.1	3.669
90.5	3.6597
93.8	3.6511
97.2	3.643
100.5	3.6352
103.8	3.6278
107.2	3.6207
110.5	3.6139
113.9	3.6067
117.3	3.5999
120.6	3.5931
124	3.5859
127.3	3.5791
130.7	3.572
134	3.5646
137.3	3.5568
140.7	3.5487
144.1	3.5404
147.4	3.5317
150.8	3.5215
154.1	3.51
157.4	3.497
160.8	3.484
164.2	3.4709
167.5	3.4604
170.8	3.453
174.2	3.4461
177.6	3.439
180.9	3.4319
184.3	3.4238
187.6	3.4151
190.9	3.404
194.3	3.3872
197.7	3.355
200.4	3.315
201	3.3041
203.2	3.2641
204.3	3.239
206.1	3.199
207.6	3.1587
207.7	3.1544
209	3.1144
210.1	3.0744
211	3.0344
211.1	3.0329
211.7	3
0	3.0115
0.3	3.0515
0.9	3.0915
1.7	3.1315
2.6	3.1715
3.4	3.1997
4.6	3.2397
6.1	3.28
6.7	3.2936
8.6	3.3336
10.1	3.3587
12.7	3.3987
13.4	3.4077
16.8	3.4387
20.1	3.4492
23.4	3.457
26.8	3.4641
30.1	3.4709
33.5	3.4784
36.9	3.4858
40.2	3.4942
43.5	3.5038
46.9	3.515
50.3	3.5264
53.6	3.5385
57	3.55
60.3	3.5621
63.6	3.5726
67	3.5828
70.3	3.5943
73.7	3.6039
77	3.6111
80.4	3.6179
83.8	3.6244
87.1	3.6303
90.5	3.6365
93.8	3.6424
97.2	3.6483
100.5	3.6542
103.8	3.66
107.2	3.6669
110.5	3.6734
113.9	3.6808
117.3	3.6889
120.6	3.6972
124	3.7062
127.3	3.7162
130.7	3.7267
134	3.7379
137.3	3.75
140.7	3.7624
144.1	3.7754
147.4	3.789
150.8	3.803
154.1	3.8169
157.4	3.8315
160.8	3.8461
164.2	3.8612
167.5	3.8761
170.8	3.8916
174.2	3.9071
177.6	3.9233
180.9	3.94
184.3	3.958
187.6	3.9763
190.9	3.9946
194.3	4.0125
197.7	4.0299
201	4.0469
204.3	4.064
207.7	4.0811
211.1	4.0987
211.9	4.099
0	4.0922
3.4	4.0625
6.7	4.042
10.1	4.0231
13.4	4.0035
16.8	3.9843
20.1	3.9639
23.4	3.9425
26.8	3.9217
30.1	3.9025
33.5	3.8851
36.9	3.869
40.2	3.8529
43.5	3.8377
46.9	3.8228
50.3	3.8079
53.6	3.7937
57	3.7791
60.3	3.7655
63.6	3.7515
67	3.7382
70.3	3.7248
73.7	3.7127
77	3.7007
80.4	3.6895
83.8	3.679
87.1	3.6687
90.5	3.6594
93.8	3.6507
97.2	3.6427
100.5	3.6349
103.8	3.6275
107.2	3.6204
110.5	3.6135
113.9	3.6067
117.3	3.5996
120.6	3.5931
124	3.5859
127.3	3.5788
130.7	3.572
134	3.5646
137.3	3.5568
140.7	3.5484
144.1	3.5404
147.4	3.5314
150.8	3.5212
154.1	3.5097
157.4	3.4967
160.8	3.4836
164.2	3.4706
167.5	3.4604
170.8	3.453
174.2	3.4461
177.6	3.439
180.9	3.4319
184.3	3.4241
187.6	3.4151
190.9	3.404
194.3	3.3872
197.7	3.3544
200.3	3.3144
201	3.3035
203.1	3.2635
204.3	3.2384
206	3.1984
207.5	3.1584
207.7	3.1529
209	3.1129
210.1	3.0729
211	3.0329
211.1	3.031
211.7	3
0	3.0115
0.3	3.0515
0.9	3.0915
1.7	3.1315
2.6	3.1715
3.4	3.1997
4.6	3.2397
6.1	3.28
6.7	3.2933
8.6	3.3336
10.1	3.3584
12.7	3.3984
13.4	3.4077
16.8	3.4387
20.1	3.4492
23.4	3.457
26.8	3.4641
30.1	3.4709
33.5	3.4781
36.9	3.4858
40.2	3.4942
43.5	3.5038
46.9	3.5143
50.3	3.5264
53.6	3.5385
57	3.55
60.3	3.5621
63.6	3.5726
67	3.5828
70.3	3.5943
73.7	3.6039
77	3.6111
80.4	3.6179
83.8	3.6241
87.1	3.6303
90.5	3.6365
93.8	3.6424
97.2	3.6483
100.5	3.6542
103.8	3.6604
107.2	3.6669
110.5	3.6737
113.9	3.6811
117.3	3.6889
120.6	3.6976
124	3.7065
127.3	3.7165
130.7	3.727
134	3.7382
137.3	3.7503
140.7	3.7627
144.1	3.776
147.4	3.7896
150.8	3.8036
154.1	3.8172
157.4	3.8318
160.8	3.8467
164.2	3.8616
167.5	3.8767
170.8	3.8919
174.2	3.9078
177.6	3.9239
180.9	3.9406
184.3	3.9583
187.6	3.9769
190.9	3.9952
194.3	4.0132
197.7	4.0305
201	4.0476
204.3	4.0646
207.7	4.082
211.1	4.0993
211.7	4.0987
0	4.0919
3.4	4.0625
6.7	4.042
10.1	4.0228
13.4	4.0032
16.8	3.984
20.1	3.9632
23.4	3.9422
26.8	3.9214
30.1	3.9022
33.5	3.8848
36.9	3.8684
