RBG_CYC_83755_Nw_c0_41V_40C_180416_Lowercutoff_100DOD_C5C5_0000_08_1 (269954 Points)
Cycle Number	Capacity (mAh)
1897	104.32
1897	107.68
1897	111.05
1897	114.41
1897	117.78
1897	121.14
1897	124.51
1897	127.87
1897	131.24
1897	134.6
1897	137.97
1897	141.33
1897	144.7
1897	148.06
1897	151.43
1897	154.79
1897	158.16
1897	160.88
1897	161.52
1897	163.64
1897	164.89
1897	166.48
1897	167.81
1897	168.25
1897	169.29
1897	169.46
1898	0
1898	0.47
1898	1.2
1898	2.19
1898	3.37
1898	4.89
1898	6.73
1898	9.04
1898	10.1
1898	13.36
1898	13.46
1898	16.83
1898	20.19
1898	23.56
1898	26.92
1898	30.29
1898	33.65
1898	37.02
1898	40.38
1898	43.75
1898	47.11
1898	50.48
1898	53.84
1898	57.21
1898	60.57
1898	63.94
1898	67.3
1898	70.67
1898	74.03
1898	77.4
1898	80.76
1898	84.13
1898	87.49
1898	90.86
1898	94.22
1898	97.59
1898	100.95
1898	104.32
1898	107.68
1898	111.05
1898	114.41
1898	117.78
1898	121.14
1898	124.51
1898	127.87
1898	131.24
1898	134.6
1898	137.97
1898	141.33
1898	144.7
1898	148.06
1898	151.43
1898	154.79
1898	158.16
1898	161.52
1898	164.89
1898	167.31
1898	168.74
1898	169.46
1898	0
1898	3.37
1898	6.73
1898	10.1
1898	13.46
1898	16.83
1898	20.19
1898	23.56
1898	26.92
1898	30.29
1898	33.65
1898	37.02
1898	40.38
1898	43.75
1898	47.11
1898	50.48
1898	53.84
1898	57.21
1898	60.57
1898	63.94
1898	67.3
1898	70.67
1898	74.03
1898	77.4
1898	80.76
1898	84.13
1898	87.49
1898	90.86
1898	94.22
1898	97.59
1898	100.95
1898	104.32
1898	107.68
1898	111.05
1898	114.41
1898	117.78
1898	121.14
1898	124.51
1898	127.87
1898	131.24
1898	134.6
1898	137.97
1898	141.33
1898	144.7
1898	148.06
1898	151.43
1898	154.79
1898	158.16
1898	160.87
1898	161.52
1898	163.63
1898	164.89
1898	166.48
1898	167.81
1898	168.25
1898	169.29
1898	169.44
1899	0
1899	0.46
1899	1.18
1899	2.15
1899	3.37
1899	4.89
1899	6.73
1899	9.05
1899	10.1
1899	13.33
1899	13.46
1899	16.83
1899	20.19
1899	23.56
1899	26.92
1899	30.29
1899	33.65
1899	37.02
1899	40.38
1899	43.75
1899	47.11
1899	50.48
1899	53.84
1899	57.21
1899	60.57
1899	63.94
1899	67.3
1899	70.67
1899	74.03
1899	77.4
1899	80.76
1899	84.13
1899	87.49
1899	90.86
1899	94.22
1899	97.59
1899	100.95
1899	104.32
1899	107.68
1899	111.05
1899	114.41
1899	117.78
1899	121.14
1899	124.51
1899	127.87
1899	131.24
1899	134.6
1899	137.97
1899	141.33
1899	144.7
1899	148.06
1899	151.43
1899	154.79
1899	158.16
1899	161.52
1899	164.89
1899	167.28
1899	168.7
1899	169.42
1899	0
1899	3.37
1899	6.73
1899	10.1
1899	13.46
1899	16.83
1899	20.19
1899	23.56
1899	26.92
1899	30.29
1899	33.65
1899	37.02
1899	40.38
1899	43.75
1899	47.11
1899	50.48
1899	53.84
1899	57.21
1899	60.57
1899	63.94
1899	67.3
1899	70.67
1899	74.03
1899	77.4
1899	80.76
1899	84.13
1899	87.49
1899	90.86
1899	94.22
1899	97.59
1899	100.95
1899	104.32
1899	107.68
1899	111.05
1899	114.41
1899	117.78
1899	121.14
1899	124.51
1899	127.87
1899	131.24
1899	134.6
1899	137.97
1899	141.33
1899	144.7
1899	148.06
1899	151.43
1899	154.79
1899	158.16
1899	160.86
1899	161.52
1899	163.63
1899	164.89
1899	166.46
1899	167.8
1899	168.25
1899	169.29
1899	169.41
1900	0
1900	0.47
1900	1.2
1900	2.18
1900	3.37
1900	4.89
1900	6.73
1900	9.06
1900	10.1
1900	13.34
1900	13.46
1900	16.83
1900	20.19
1900	23.56
1900	26.92
1900	30.29
1900	33.65
1900	37.02
1900	40.38
1900	43.75
1900	47.11
1900	50.48
1900	53.84
1900	57.21
1900	60.57
1900	63.94
1900	67.3
1900	70.67
1900	74.03
1900	77.4
1900	80.76
1900	84.13
1900	87.49
1900	90.86
1900	94.22
1900	97.59
1900	100.95
1900	104.32
1900	107.68
1900	111.05
1900	114.41
1900	117.78
1900	121.14
1900	124.51
1900	127.87
1900	131.24
1900	134.6
1900	137.97
1900	141.33
1900	144.7
1900	148.06
1900	151.43
1900	154.79
1900	158.16
1900	161.52
1900	164.89
1900	167.29
1900	168.71
1900	169.42
1900	0
1900	3.37
1900	6.73
1900	10.1
1900	13.46
1900	16.83
1900	20.19
1900	23.56
1900	26.92
1900	30.29
1900	33.65
1900	37.02
1900	40.38
1900	43.75
1900	47.11
1900	50.48
1900	53.84
1900	57.21
1900	60.57
1900	63.94
1900	67.3
1900	70.67
1900	74.03
1900	77.4
1900	80.76
1900	84.13
1900	87.49
1900	90.86
1900	94.22
1900	97.59
1900	100.95
1900	104.32
1900	107.68
1900	111.05
1900	114.41
1900	117.78
1900	121.14
1900	124.51
1900	127.87
1900	131.24
1900	134.6
1900	137.97
1900	141.33
1900	144.7
1900	148.06
1900	151.43
1900	154.79
1900	158.16
1900	160.85
1900	161.52
1900	163.63
1900	164.89
1900	166.46
1900	167.8
1900	168.25
1900	169.28
1900	169.41
1901	0
1901	0.46
1901	1.19
1901	2.15
1901	3.37
1901	4.89
1901	6.73
1901	9.06
1901	10.1
1901	13.31
1901	13.46
1901	16.83
1901	20.19
1901	23.56
1901	26.92
1901	30.29
1901	33.65
1901	37.02
1901	40.38
1901	43.75
1901	47.11
1901	50.48
1901	53.84
1901	57.21
1901	60.57
1901	63.94
1901	67.3
1901	70.67
1901	74.03
1901	77.4
1901	80.76
1901	84.13
1901	87.49
1901	90.86
1901	94.22
1901	97.59
1901	100.95
1901	104.32
1901	107.68
1901	111.05
1901	114.41
1901	117.78
1901	121.14
1901	124.51
1901	127.87
1901	131.24
1901	134.6
1901	137.97
1901	141.33
1901	144.7
1901	148.06
1901	151.43
1901	154.79
1901	158.16
1901	161.52
1901	164.89
1901	167.28
1901	168.69
1901	169.41
1901	0
1901	3.37
1901	6.73
1901	10.1
1901	13.46
1901	16.83
1901	20.19
1901	23.56
1901	26.92
1901	30.29
1901	33.65
1901	37.02
1901	40.38
1901	43.75
1901	47.11
1901	50.48
1901	53.84
1901	57.21
1901	60.57
1901	63.94
1901	67.3
1901	70.67
1901	74.03
1901	77.4
1901	80.76
1901	84.13
1901	87.49
1901	90.86
1901	94.22
1901	97.59
1901	100.95
1901	104.32
1901	107.68
1901	111.05
1901	114.41
1901	117.78
1901	121.14
1901	124.51
1901	127.87
1901	131.24
1901	134.6
1901	137.97
1901	141.33
1901	144.7
1901	148.06
1901	151.43
1901	154.79
1901	158.16
1901	160.86
1901	161.52
1901	163.64
1901	164.89
1901	166.46
1901	167.79
1901	168.25
1901	169.29
1901	169.39
1902	0
1902	0.46
1902	1.19
1902	2.15
1902	3.37
1902	4.89
1902	6.73
1902	9.06
1902	10.1
1902	13.36
1902	13.46
1902	16.83
1902	20.19
1902	23.56
1902	26.92
1902	30.29
1902	33.65
1902	37.02
1902	40.38
1902	43.75
1902	47.11
1902	50.48
1902	53.84
1902	57.21
1902	60.57
1902	63.94
1902	67.3
1902	70.67
1902	74.03
1902	77.4
1902	80.76
1902	84.13
1902	87.49
1902	90.86
1902	94.22
1902	97.59
1902	100.95
1902	104.32
1902	107.68
1902	111.05
1902	114.41
1902	117.78
1902	121.14
1902	124.51
1902	127.87
1902	131.24
1902	134.6
1902	137.97
1902	141.33
1902	144.7
1902	148.06
1902	151.43
1902	154.79
1902	158.16
1902	161.52
1902	164.89
1902	167.27
1902	168.68
1902	169.41
1902	0
1902	3.37
1902	6.73
1902	10.1
1902	13.46
1902	16.83
1902	20.19
1902	23.56
1902	26.92
1902	30.29
1902	33.65
1902	37.02
1902	40.38
1902	43.75
1902	47.11
1902	50.48
1902	53.84
1902	57.21
1902	60.57
1902	63.94
1902	67.3
1902	70.67
1902	74.03
1902	77.4
1902	80.76
1902	84.13
1902	87.49
1902	90.86
1902	94.22
1902	97.59
1902	100.95
1902	104.32
1902	107.68
1902	111.05
1902	114.41
1902	117.78
1902	121.14
1902	124.51
1902	127.87
1902	131.24
1902	134.6
1902	137.97
1902	141.33
1902	144.7
1902	148.06
1902	151.43
1902	154.79
1902	158.16
1902	160.88
1902	161.52
1902	163.61
1902	164.89
1902	166.44
1902	167.79
1902	168.25
1902	169.27
1902	169.38
1903	0
1903	0.47
1903	1.2
1903	2.18
1903	3.37
1903	4.9
1903	6.73
1903	9.05
1903	10.1
1903	13.34
1903	13.46
1903	16.83
1903	20.19
1903	23.56
1903	26.92
1903	30.29
1903	33.65
1903	37.02
1903	40.38
1903	43.75
1903	47.11
1903	50.48
1903	53.84
1903	57.21
1903	60.57
1903	63.94
1903	67.3
1903	70.67
1903	74.03
1903	77.4
1903	80.76
1903	84.13
1903	87.49
1903	90.86
1903	94.22
1903	97.59
1903	100.95
1903	104.32
1903	107.68
1903	111.05
1903	114.41
1903	117.78
1903	121.14
1903	124.51
1903	127.87
1903	131.24
1903	134.6
1903	140.95
1903	141.34
1903	144.71
1903	148.07
1903	151.44
1903	154.8
1903	158.17
1903	161.53
1903	164.9
1903	167.25
1903	168.66
1903	169.37
1903	0
1903	3.37
1903	6.73
1903	10.1
1903	13.46
1903	16.83
1903	20.19
1903	23.56
1903	26.92
1903	30.29
1903	33.65
1903	37.02
1903	40.38
1903	43.75
1903	47.11
1903	50.48
1903	53.84
1903	57.21
1903	60.57
1903	63.94
1903	67.3
1903	70.67
1903	74.03
1903	77.4
1903	80.76
1903	84.13
1903	87.49
1903	90.86
1903	94.22
1903	97.59
1903	100.95
1903	104.32
1903	107.68
1903	111.05
1903	114.41
1903	117.78
1903	121.14
1903	124.51
1903	127.87
1903	131.24
1903	134.6
1903	137.97
1903	141.33
1903	144.7
1903	148.06
1903	151.43
1903	154.79
1903	158.16
1903	160.86
1903	161.52
1903	163.61
1903	164.89
1903	166.46
1903	167.79
1903	168.25
1903	169.27
1903	169.34
1904	0
1904	0.47
1904	1.19
1904	2.16
1904	3.37
1904	4.9
1904	6.73
1904	9.05
1904	10.1
1904	13.31
1904	13.46
1904	16.83
1904	20.19
1904	23.56
1904	26.92
1904	30.29
1904	33.65
1904	37.02
1904	40.38
1904	43.75
1904	47.11
1904	50.48
1904	53.84
1904	57.21
1904	60.57
1904	63.94
1904	67.3
1904	70.67
1904	74.03
1904	77.4
1904	80.76
1904	84.13
1904	87.49
1904	90.86
1904	94.22
1904	97.59
1904	100.95
1904	104.32
1904	107.68
1904	111.05
1904	114.41
1904	117.78
1904	121.14
1904	124.51
1904	127.87
1904	131.24
1904	134.6
1904	137.97
1904	141.33
1904	144.7
1904	148.06
1904	151.43
1904	154.79
1904	158.16
1904	161.52
1904	164.89
1904	167.23
1904	168.63
1904	169.32
1904	0
1904	3.37
1904	6.73
1904	10.1
1904	13.46
1904	16.83
1904	20.19
1904	23.56
1904	26.92
1904	30.29
1904	33.65
1904	37.02
1904	40.38
1904	43.75
1904	47.11
1904	50.48
1904	53.84
1904	57.21
1904	60.57
1904	63.94
1904	67.3
1904	70.67
1904	74.03
1904	77.4
1904	80.76
1904	84.13
1904	87.49
1904	90.86
1904	94.22
1904	97.59
1904	100.95
1904	104.32
1904	107.68
1904	111.05
1904	114.41
1904	117.78
1904	121.14
1904	124.51
1904	127.87
1904	131.24
1904	134.6
1904	137.97
1904	141.33
1904	144.7
1904	148.06
1904	151.43
1904	154.79
1904	158.16
1904	160.84
1904	161.52
1904	163.61
1904	164.89
1904	166.46
1904	167.77
1904	168.25
1904	169.28
1904	169.31
1905	0
1905	0.47
1905	1.19
1905	2.16
1905	3.37
1905	4.88
1905	6.73
1905	9.04
1905	10.1
1905	13.31
1905	13.46
1905	16.83
1905	20.19
1905	23.56
1905	26.92
1905	30.29
1905	33.65
1905	37.02
1905	40.38
1905	43.75
1905	47.11
1905	50.48
1905	53.84
1905	57.21
1905	60.57
1905	63.94
1905	67.3
1905	70.67
1905	74.03
1905	77.4
1905	80.76
1905	84.13
1905	87.49
1905	90.86
1905	94.22
1905	97.59
1905	100.95
1905	104.32
1905	107.68
1905	111.05
1905	114.41
1905	117.78
1905	121.14
1905	124.51
1905	127.87
1905	131.24
1905	134.6
1905	137.97
1905	141.33
1905	144.7
1905	148.06
1905	151.43
1905	154.79
1905	158.16
1905	161.52
1905	164.89
1905	167.22
1905	168.62
1905	169.32
1905	0
1905	3.37
1905	6.73
1905	10.1
1905	13.46
1905	16.83
1905	20.19
1905	23.56
1905	26.92
1905	30.29
1905	33.65
1905	37.02
1905	40.38
1905	43.75
1905	47.11
1905	50.48
1905	53.84
1905	57.21
1905	60.57
1905	63.94
1905	67.3
1905	70.67
1905	74.03
1905	77.4
1905	80.76
1905	84.13
1905	87.49
1905	90.86
1905	94.22
1905	97.59
1905	100.95
1905	104.32
1905	107.68
1905	111.05
1905	114.41
1905	117.78
1905	121.14
1905	124.51
1905	127.87
1905	131.24
1905	134.6
1905	137.97
1905	141.33
1905	144.7
1905	148.06
1905	151.43
1905	154.79
1905	158.16
1905	160.85
1905	161.52
1905	163.63
1905	164.89
1905	166.44
1905	167.77
1905	168.25
1905	169.27
1905	169.29
1906	0
1906	0.47
1906	1.2
1906	2.18
1906	3.37
1906	4.89
1906	6.73
1906	9.05
1906	10.1
1906	13.34
1906	13.46
1906	16.83
1906	20.19
1906	23.56
1906	26.92
1906	30.29
1906	33.65
1906	37.02
1906	40.38
1906	43.75
1906	47.11
1906	50.48
1906	53.84
1906	57.21
1906	60.57
1906	63.94
1906	67.3
1906	70.67
1906	74.03
1906	77.4
1906	80.76
1906	84.13
1906	87.49
1906	90.86
1906	94.22
1906	97.59
1906	100.95
1906	104.32
1906	107.68
1906	111.05
1906	114.41
1906	117.78
1906	121.14
1906	124.51
1906	127.87
1906	131.24
1906	134.6
1906	137.97
1906	141.33
1906	144.7
1906	148.06
1906	151.43
1906	154.79
1906	158.16
1906	161.52
1906	164.89
1906	167.22
1906	168.63
1906	169.32
1906	0
1906	3.37
1906	6.73
1906	10.1
1906	13.46
1906	16.83
1906	20.19
1906	23.56
1906	26.92
1906	30.29
1906	33.65
1906	37.02
1906	40.38
1906	43.75
1906	47.11
1906	50.48
1906	53.84
1906	57.21
1906	60.57
1906	63.94
1906	67.3
1906	70.67
1906	74.03
1906	77.4
1906	80.76
1906	84.13
1906	87.49
1906	90.86
1906	94.22
1906	97.59
1906	100.95
1906	104.32
1906	107.68
1906	111.05
1906	114.41
1906	117.78
1906	121.14
1906	124.51
1906	127.87
1906	131.24
1906	134.6
1906	137.97
1906	141.33
1906	144.7
1906	148.06
1906	151.43
1906	154.79
1906	158.16
1906	160.85
1906	161.52
1906	163.62
1906	164.89
1906	166.44
1906	167.77
1906	168.25
1906	169.26
1906	169.29
1907	0
1907	0.47
1907	1.21
1907	2.18
1907	3.37
1907	4.88
1907	6.73
1907	9.04
1907	10.1
1907	13.31
1907	13.46
1907	16.83
1907	20.19
1907	23.56
1907	26.92
1907	30.29
1907	33.65
1907	37.02
1907	40.38
1907	43.75
1907	47.11
1907	50.48
1907	53.84
1907	57.21
1907	60.57
1907	63.94
1907	67.3
1907	70.67
1907	74.03
1907	77.4
1907	80.76
1907	84.13
1907	87.49
1907	90.86
1907	94.22
1907	97.59
1907	100.95
1907	104.32
1907	107.68
1907	111.05
1907	114.41
1907	117.78
1907	121.14
1907	124.51
1907	127.87
1907	131.24
1907	134.6
1907	137.97
1907	141.33
1907	144.7
1907	148.06
1907	151.43
1907	154.79
1907	158.16
1907	161.52
1907	164.89
1907	167.22
1907	168.62
1907	169.32
1907	0
1907	3.37
1907	6.73
1907	10.11
1907	13.47
1907	16.84
1907	20.2
1907	23.57
1907	26.93
1907	30.3
1907	33.66
1907	37.03
1907	40.39
1907	43.76
1907	47.12
1907	50.49
1907	53.85
1907	57.22
1907	60.58
1907	63.95
1907	67.31
1907	70.68
1907	74.04
1907	77.41
1907	80.77
1907	84.14
1907	87.5
1907	90.87
1907	94.23
1907	97.6
1907	100.96
1907	104.33
1907	107.69
1907	111.06
1907	114.42
1907	117.79
1907	121.15
1907	124.52
1907	127.88
1907	131.25
1907	134.61
1907	137.98
1907	141.34
1907	144.71
1907	148.07
1907	151.44
1907	154.8
1907	158.17
1907	160.87
1907	161.53
1907	163.63
1907	164.89
1907	166.46
1907	167.79
1907	168.25
1907	169.28
1907	169.33
1908	0
1908	0.47
1908	1.19
1908	2.18
1908	3.37
1908	4.89
1908	6.73
1908	9.06
1908	10.1
1908	13.33
1908	13.46
1908	16.83
1908	20.19
1908	23.56
1908	26.92
1908	30.29
1908	33.65
1908	37.02
1908	40.38
1908	43.75
1908	47.11
1908	50.48
1908	53.84
1908	57.21
1908	60.57
1908	63.94
1908	67.3
1908	70.67
1908	74.03
1908	77.4
1908	80.76
1908	84.13
1908	87.49
1908	90.86
1908	94.22
1908	97.59
1908	100.95
1908	104.32
1908	107.68
1908	111.05
1908	114.41
1908	117.78
1908	121.14
1908	124.51
1908	127.87
1908	131.24
1908	134.6
1908	137.97
1908	141.33
1908	144.7
1908	148.06
1908	151.43
1908	154.79
1908	158.16
1908	161.52
1908	164.88
1908	167.2
1908	168.59
1908	169.28
1908	0
1908	3.37
1908	6.73
1908	10.1
1908	13.46
1908	16.83
1908	20.19
1908	23.56
1908	26.92
1908	30.3
1908	33.66
1908	37.03
1908	40.39
1908	43.76
1908	47.12
1908	50.49
1908	53.85
1908	57.22
1908	60.58
1908	63.95
1908	67.31
1908	70.68
1908	74.04
1908	77.41
1908	80.77
1908	84.14
1908	87.5
1908	90.87
1908	94.23
1908	97.6
1908	100.96
1908	104.32
1908	107.68
1908	111.05
1908	114.41
1908	117.78
1908	121.14
1908	124.51
1908	127.87
1908	131.24
1908	134.6
1908	137.97
1908	141.33
1908	144.7
1908	148.06
1908	151.43
1908	154.79
1908	158.16
1908	160.85
1908	161.52
1908	163.62
1908	164.89
1908	166.44
1908	167.77
1908	168.25
1908	169.26
1908	169.28
1909	0
1909	0.46
1909	1.2
1909	2.16
1909	3.37
1909	4.89
1909	6.73
1909	9.04
1909	10.1
1909	13.31
1909	13.46
1909	16.83
1909	20.19
1909	23.56
1909	26.92
1909	30.29
1909	33.65
1909	37.02
1909	40.38
1909	43.75
1909	47.11
1909	50.48
1909	53.84
1909	57.21
1909	60.57
1909	63.94
1909	67.3
1909	70.67
1909	74.03
1909	77.4
1909	80.76
1909	84.13
1909	87.49
1909	90.86
1909	94.22
1909	97.59
1909	100.95
1909	104.32
1909	107.68
1909	111.05
1909	114.41
1909	117.78
1909	121.14
1909	124.51
1909	127.87
1909	131.24
1909	134.6
1909	137.97
1909	141.33
1909	144.7
1909	148.06
1909	151.43
1909	154.79
1909	158.16
1909	161.52
1909	164.88
1909	167.19
1909	168.58
1909	169.26
1909	0
1909	3.37
1909	6.73
1909	10.1
1909	13.46
1909	16.83
1909	20.19
1909	23.56
1909	26.92
1909	30.29
1909	33.65
1909	37.02
1909	40.38
1909	43.75
1909	47.11
1909	50.48
1909	53.84
1909	57.21
1909	60.57
1909	63.94
1909	67.3
1909	70.67
1909	74.03
1909	77.4
1909	80.76
1909	84.13
1909	87.49
1909	90.86
1909	94.22
1909	97.59
1909	100.95
1909	104.32
1909	107.68
1909	111.05
1909	114.41
1909	117.78
1909	121.14
1909	124.51
1909	127.87
1909	131.24
1909	134.6
1909	137.97
1909	141.33
1909	144.7
1909	148.06
1909	151.43
1909	154.79
1909	158.16
1909	160.84
1909	161.52
1909	163.61
1909	164.89
1909	166.43
1909	167.76
1909	168.25
1909	169.24
1910	0
1910	0.46
1910	1.18
1910	2.15
1910	3.37
1910	4.9
1910	6.73
1910	9.06
1910	10.1
1910	13.3
1910	13.46
1910	16.83
1910	20.19
1910	23.56
1910	26.92
1910	30.29
1910	33.65
1910	37.02
1910	40.38
1910	43.75
1910	47.11
1910	50.48
1910	53.84
1910	57.21
1910	60.57
1910	63.94
1910	67.3
1910	70.67
1910	74.03
1910	77.4
1910	80.76
1910	84.13
1910	87.49
1910	90.86
1910	94.22
1910	97.59
1910	100.95
1910	104.32
1910	107.68
1910	111.05
1910	114.41
1910	117.78
1910	121.14
1910	124.51
1910	127.87
1910	131.24
1910	134.6
1910	137.97
1910	141.33
1910	144.7
1910	148.06
1910	151.43
1910	154.79
1910	158.72
1910	161.52
1910	164.88
1910	167.19
1910	168.57
1910	169.25
1910	0
1910	3.37
1910	6.73
1910	10.1
1910	13.46
1910	16.83
1910	20.19
1910	23.56
1910	26.92
1910	30.29
1910	33.65
1910	37.02
1910	40.38
1910	43.75
1910	47.11
1910	50.48
1910	53.84
1910	57.21
1910	60.57
1910	63.94
1910	67.3
1910	70.67
1910	74.03
1910	77.4
1910	80.76
1910	84.13
1910	87.49
1910	90.86
1910	94.22
1910	97.59
1910	100.95
1910	104.32
1910	107.68
1910	111.05
1910	114.41
1910	117.78
1910	121.14
1910	124.51
1910	127.87
1910	131.24
1910	134.6
1910	137.97
1910	141.33
1910	144.7
1910	148.06
1910	151.43
1910	154.79
1910	158.16
1910	160.84
1910	161.52
1910	163.61
1910	164.89
1910	166.44
1910	167.77
1910	168.25
1910	169.25
1911	0
1911	0.46
1911	1.19
1911	2.18
1911	3.37
1911	4.88
1911	6.73
1911	9.05
1911	10.1
1911	13.31
1911	13.46
1911	16.83
1911	20.19
1911	23.56
1911	26.92
1911	30.29
1911	33.65
1911	37.02
1911	40.38
1911	43.75
1911	47.11
1911	50.48
1911	53.84
1911	57.21
1911	60.57
1911	63.94
1911	67.3
1911	70.67
1911	74.03
1911	77.4
1911	80.76
1911	84.13
1911	87.49
1911	90.86
1911	94.22
1911	97.59
1911	100.95
1911	104.32
1911	107.68
1911	111.05
1911	114.41
1911	117.78
1911	121.14
1911	124.51
1911	127.87
1911	131.24
1911	134.6
1911	137.97
1911	141.33
1911	144.7
1911	148.06
1911	151.43
1911	154.79
1911	158.16
1911	161.52
1911	164.88
1911	167.18
1911	168.57
1911	169.25
1911	0
1911	3.37
1911	6.73
1911	10.1
1911	13.46
1911	16.83
1911	20.19
1911	23.56
1911	26.92
1911	30.29
1911	33.65
1911	37.02
1911	40.38
1911	43.75
1911	47.11
1911	50.48
1911	53.84
1911	57.21
1911	60.57
1911	63.94
1911	67.3
1911	70.67
1911	74.03
1911	77.4
1911	80.76
1911	84.13
1911	87.49
1911	90.86
1911	94.22
1911	97.59
1911	100.95
1911	104.32
1911	107.68
1911	111.05
1911	114.41
1911	117.78
1911	121.14
1911	124.51
1911	127.87
1911	131.24
1911	134.6
1911	137.97
1911	141.33
1911	144.7
1911	148.06
1911	151.43
1911	154.79
1911	158.16
1911	160.82
1911	161.52
1911	163.62
1911	164.89
1911	166.44
1911	167.77
1911	168.25
1911	169.24
1912	0
1912	0.47
1912	1.19
1912	2.18
1912	3.37
1912	4.89
1912	6.73
1912	9.04
1912	10.1
1912	13.33
1912	13.46
1912	16.83
1912	20.19
1912	23.56
1912	26.92
1912	30.29
1912	33.65
1912	37.02
1912	40.38
1912	43.75
1912	47.11
1912	50.48
1912	53.84
1912	57.21
1912	60.57
1912	63.94
1912	67.3
1912	70.67
1912	74.03
1912	77.4
1912	80.76
1912	84.13
1912	87.49
1912	90.86
1912	94.22
1912	97.59
1912	100.95
1912	104.32
1912	107.68
1912	111.05
1912	114.41
1912	117.78
1912	121.14
1912	124.51
1912	127.87
1912	131.24
1912	134.6
1912	137.97
1912	141.33
1912	144.7
1912	148.06
1912	151.43
1912	154.79
1912	158.16
1912	161.52
1912	164.88
1912	167.17
1912	168.56
1912	169.22
1912	0
1912	1.96
1912	3.37
1912	6.74
1912	10.11
1912	13.47
1912	16.84
1912	20.2
1912	23.57
1912	26.93
1912	30.3
1912	33.66
1912	37.03
1912	40.39
1912	43.76
1912	47.12
1912	50.49
1912	53.85
1912	57.22
1912	60.58
1912	63.95
1912	67.31
1912	70.68
1912	74.04
1912	77.41
1912	80.77
1912	84.14
1912	87.49
1912	90.86
1912	94.22
1912	97.59
1912	100.95
1912	104.32
1912	107.68
1912	111.05
1912	114.41
1912	117.78
1912	121.14
1912	124.51
1912	127.87
1912	131.24
1912	134.6
1912	137.97
1912	141.33
1912	144.7
1912	148.06
1912	151.43
1912	154.79
1912	158.16
1912	160.85
1912	161.52
1912	163.61
1912	164.89
1912	166.43
1912	167.72
1912	168.25
1912	169.17
1913	0
1913	0.46
1913	1.19
1913	2.16
1913	3.37
1913	4.89
1913	6.73
1913	9.07
1913	10.1
1913	13.3
1913	13.46
1913	16.83
1913	20.19
1913	23.56
1913	26.92
1913	30.29
1913	33.65
1913	37.02
1913	40.38
1913	43.75
1913	47.11
1913	50.48
1913	53.84
1913	57.21
1913	60.57
1913	63.94
1913	67.3
1913	70.67
1913	74.03
1913	77.4
1913	80.76
1913	84.13
1913	87.49
1913	90.86
1913	94.22
1913	97.59
1913	100.95
1913	104.32
1913	107.68
1913	111.05
1913	114.41
1913	117.78
1913	121.14
1913	124.51
1913	127.87
1913	131.24
1913	134.6
1913	137.97
1913	141.33
1913	144.7
1913	148.06
1913	151.43
1913	154.79
1913	158.16
1913	161.52
1913	164.88
1913	167.15
1913	168.53
1913	169.17
1913	0
1913	3.37
1913	6.73
1913	10.1
1913	13.46
1913	16.83
1913	20.19
1913	23.56
1913	26.92
1913	30.29
1913	33.65
1913	37.02
1913	40.38
1913	43.75
1913	47.11
1913	50.48
1913	53.84
1913	57.21
1913	60.57
1913	63.94
1913	67.3
1913	70.67
1913	74.03
1913	77.4
1913	80.76
1913	84.13
1913	87.49
1913	90.86
1913	94.22
1913	97.59
1913	100.95
1913	104.32
1913	107.68
1913	111.05
1913	114.41
1913	117.78
1913	121.14
1913	124.51
1913	127.87
1913	131.24
1913	134.6
1913	137.97
1913	141.33
1913	144.7
1913	148.06
1913	151.43
1913	154.79
1913	158.16
1913	160.84
1913	161.52
1913	163.6
1913	164.89
1913	166.44
1913	167.76
1913	168.25
1913	169.16
1914	0
1914	0.46
1914	1.19
1914	2.16
1914	3.37
1914	4.89
1914	6.73
1914	9.06
1914	10.1
1914	13.3
1914	13.46
1914	16.83
1914	20.19
1914	23.56
1914	26.92
1914	30.29
1914	33.65
1914	37.02
1914	40.38
1914	43.75
1914	47.11
1914	50.48
1914	53.84
1914	57.21
1914	60.57
1914	63.94
1914	67.3
1914	70.67
1914	74.03
1914	77.4
1914	80.76
1914	84.13
1914	87.49
1914	90.86
1914	94.22
1914	97.59
1914	100.95
1914	104.32
1914	107.68
1914	111.05
1914	114.41
1914	117.78
1914	121.14
1914	124.51
1914	127.87
1914	131.24
1914	134.6
1914	137.97
1914	141.33
1914	144.7
1914	148.06
1914	151.43
1914	154.79
1914	158.16
1914	161.52
1914	164.88
1914	167.15
1914	168.53
1914	169.2
1914	0
1914	3.37
1914	6.73
1914	10.1
1914	13.46
1914	16.83
1914	20.19
1914	23.56
1914	26.92
1914	30.29
1914	33.65
1914	37.02
1914	40.38
1914	43.75
1914	47.11
1914	50.48
1914	53.84
1914	57.21
1914	60.57
1914	63.94
1914	67.3
1914	70.67
1914	74.03
1914	77.4
1914	80.76
1914	84.13
1914	87.49
1914	90.86
1914	94.22
1914	97.59
1914	100.95
1914	104.32
1914	107.68
1914	111.05
1914	114.41
1914	117.78
1914	121.14
1914	124.51
1914	127.87
1914	131.24
1914	134.6
1914	137.97
1914	141.33
1914	144.7
1914	148.06
1914	151.43
1914	154.79
1914	158.16
1914	160.82
1914	161.52
1914	163.6
1914	164.89
1914	166.43
1914	167.75
1914	168.25
1914	169.19
1915	0
1915	0.47
1915	1.2
1915	2.16
1915	3.37
1915	4.89
