RBG_CYC_83755_Nw_c0_41V_40C_180416_Lowercutoff_100DOD_C5C5_0000_08_1 (269954 Points)
Cycle Number	Capacity (mAh)
253	97.59
253	100.95
253	104.32
253	107.68
253	111.05
253	114.41
253	117.78
253	121.14
253	124.51
253	127.87
253	131.24
253	134.6
253	137.97
253	141.33
253	144.7
253	148.06
253	151.43
253	154.79
253	158.16
253	161.52
253	164.89
253	168.25
253	171.62
253	174.98
253	178.35
253	181.71
253	185.08
253	188.44
253	191.81
253	195.17
253	198.54
253	201.54
253	202.84
253	0
253	3.37
253	6.73
253	10.1
253	13.46
253	16.83
253	20.19
253	23.56
253	26.92
253	30.29
253	33.65
253	37.02
253	40.38
253	43.75
253	47.11
253	50.48
253	53.84
253	57.21
253	60.57
253	63.94
253	67.3
253	70.67
253	74.03
253	77.4
253	80.76
253	84.13
253	87.49
253	90.86
253	94.22
253	97.59
253	100.95
253	104.32
253	107.68
253	111.05
253	114.41
253	117.78
253	121.14
253	124.51
253	127.87
253	131.24
253	134.6
253	137.97
253	141.33
253	144.7
253	148.06
253	151.43
253	154.79
253	158.16
253	161.52
253	164.89
253	168.25
253	171.62
253	174.98
253	178.35
253	181.71
253	185.08
253	188.44
253	191.81
253	194.48
253	195.17
253	197.25
253	198.54
253	200.05
253	201.34
253	201.9
253	202.81
254	0
254	0.5
254	1.3
254	2.33
254	3.37
254	4.92
254	6.73
254	9.12
254	10.1
254	13.44
254	13.46
254	16.83
254	20.19
254	23.56
254	26.92
254	30.29
254	33.65
254	37.02
254	40.38
254	43.75
254	47.11
254	50.48
254	53.84
254	57.21
254	60.57
254	63.94
254	67.3
254	70.67
254	74.03
254	77.4
254	80.76
254	84.13
254	87.49
254	90.86
254	94.22
254	97.59
254	100.95
254	104.32
254	107.68
254	111.05
254	114.41
254	117.78
254	121.14
254	124.51
254	127.87
254	131.24
254	134.6
254	137.97
254	141.33
254	144.7
254	148.06
254	151.43
254	154.79
254	158.16
254	161.52
254	164.89
254	168.25
254	171.62
254	174.98
254	178.35
254	181.71
254	185.08
254	188.44
254	191.81
254	195.17
254	198.54
254	201.53
254	202.82
254	0
254	3.37
254	6.73
254	10.1
254	13.46
254	16.83
254	20.19
254	23.56
254	26.92
254	30.29
254	33.65
254	37.02
254	40.38
254	43.75
254	47.11
254	50.48
254	53.84
254	57.21
254	60.57
254	63.94
254	67.3
254	70.67
254	74.03
254	77.4
254	80.76
254	84.13
254	87.49
254	90.86
254	94.22
254	97.59
254	100.95
254	104.32
254	107.68
254	111.05
254	114.41
254	117.78
254	121.14
254	124.51
254	127.87
254	131.24
254	134.6
254	137.97
254	141.33
254	144.7
254	148.06
254	151.43
254	154.79
254	158.16
254	161.52
254	164.89
254	168.25
254	171.62
254	174.98
254	178.35
254	181.71
254	185.08
254	188.44
254	191.81
254	194.48
254	195.17
254	197.26
254	198.54
254	200.05
254	201.34
254	201.9
254	202.77
255	0
255	0.52
255	1.29
255	2.32
255	3.37
255	4.94
255	6.73
255	9.12
255	10.1
255	13.46
255	16.83
255	20.19
255	23.56
255	26.92
255	30.29
255	33.65
255	37.02
255	40.38
255	43.75
255	47.11
255	50.48
255	53.84
255	57.21
255	60.57
255	63.94
255	67.3
255	70.67
255	74.03
255	77.4
255	80.76
255	84.13
255	87.49
255	90.86
255	94.22
255	97.59
255	100.95
255	104.32
255	107.68
255	111.05
255	114.41
255	117.78
255	121.14
255	124.51
255	127.87
255	131.24
255	134.6
255	137.97
255	141.33
255	144.7
255	148.06
255	151.43
255	154.8
255	158.16
255	161.53
255	164.89
255	168.26
255	171.62
255	174.99
255	178.35
255	181.72
255	185.08
255	188.45
255	191.81
255	195.18
255	198.54
255	201.54
255	202.83
255	0
255	3.37
255	6.73
255	10.1
255	13.46
255	16.83
255	20.19
255	23.56
255	26.92
255	30.29
255	33.65
255	37.02
255	40.38
255	43.75
255	47.11
255	50.48
255	53.84
255	57.21
255	60.57
255	63.94
255	67.3
255	70.67
255	74.03
255	77.4
255	80.76
255	84.13
255	87.49
255	90.86
255	94.22
255	97.59
255	100.96
255	104.32
255	107.69
255	111.05
255	114.42
255	117.78
255	121.15
255	124.51
255	127.88
255	131.24
255	134.61
255	137.97
255	141.34
255	144.7
255	148.07
255	151.43
255	154.8
255	158.16
255	161.53
255	164.89
255	168.26
255	171.62
255	174.99
255	178.36
255	181.72
255	185.09
255	188.45
255	191.82
255	194.49
255	195.18
255	197.25
255	198.55
255	200.06
255	201.35
255	201.91
255	202.79
256	0
256	0.5
256	1.28
256	2.31
256	3.37
256	4.92
256	6.73
256	9.13
256	10.1
256	13.46
256	16.83
256	20.19
256	23.56
256	26.92
256	30.29
256	33.65
256	37.02
256	40.38
256	43.75
256	47.11
256	50.48
256	53.84
256	57.21
256	60.57
256	63.94
256	67.3
256	70.67
256	74.03
256	77.4
256	80.77
256	84.13
256	87.5
256	90.86
256	94.23
256	97.59
256	100.96
256	104.32
256	107.69
256	111.05
256	114.42
256	117.78
256	121.15
256	124.51
256	127.88
256	131.24
256	134.61
256	137.98
256	141.34
256	144.71
256	148.07
256	151.44
256	154.8
256	158.17
256	161.53
256	164.9
256	168.26
256	171.63
256	174.99
256	178.36
256	181.72
256	185.09
256	188.45
256	191.82
256	195.18
256	198.55
256	201.52
256	202.79
256	0
256	3.37
256	6.73
256	10.1
256	13.46
256	16.83
256	20.19
256	23.56
256	26.92
256	30.29
256	33.65
256	37.02
256	40.38
256	43.75
256	47.11
256	50.48
256	53.84
256	57.21
256	60.57
256	63.94
256	67.3
256	70.67
256	74.03
256	77.4
256	80.76
256	84.13
256	87.5
256	90.86
256	94.23
256	97.59
256	100.96
256	104.32
256	107.69
256	111.05
256	114.42
256	117.78
256	121.15
256	124.51
256	127.88
256	131.24
256	134.61
256	137.97
256	141.34
256	144.7
256	148.07
256	151.44
256	154.8
256	158.17
256	161.53
256	164.9
256	168.26
256	171.63
256	174.99
256	178.36
256	181.72
256	185.09
256	188.45
256	191.82
256	194.48
256	195.18
256	197.25
256	198.99
256	200
256	201.27
256	201.91
256	202.72
257	0
257	0.84
257	1.74
257	2.89
257	3.37
257	4.96
257	6.73
257	9.12
257	10.1
257	13.45
257	13.46
257	16.83
257	20.19
257	23.56
257	26.92
257	30.29
257	33.65
257	37.02
257	40.38
257	43.75
257	47.11
257	50.48
257	53.84
257	57.21
257	60.57
257	63.94
257	67.3
257	70.67
257	74.03
257	77.4
257	80.77
257	84.13
257	87.5
257	90.86
257	94.23
257	97.59
257	100.96
257	104.32
257	107.69
257	111.05
257	114.42
257	117.78
257	121.15
257	124.51
257	127.88
257	131.24
257	134.61
257	137.97
257	141.34
257	144.7
257	148.07
257	151.43
257	154.8
257	158.17
257	161.53
257	164.9
257	168.26
257	171.63
257	174.99
257	178.36
257	181.72
257	185.09
257	188.45
257	191.82
257	195.18
257	198.55
257	201.49
257	202.71
257	0
257	3.37
257	6.73
257	10.1
257	13.46
257	16.83
257	20.19
257	23.56
257	26.92
257	30.29
257	33.65
257	37.02
257	40.38
257	43.75
257	47.11
257	50.48
257	53.84
257	57.21
257	60.57
257	63.94
257	67.3
257	70.67
257	74.04
257	77.4
257	80.77
257	84.13
257	87.51
257	90.87
257	94.24
257	97.6
257	100.97
257	104.33
257	107.7
257	111.06
257	114.43
257	117.79
257	121.16
257	124.53
257	127.88
257	131.24
257	134.61
257	137.98
257	141.34
257	144.71
257	148.07
257	151.44
257	154.8
257	158.17
257	161.53
257	164.9
257	168.26
257	171.63
257	174.99
257	178.36
257	181.72
257	185.09
257	188.45
257	191.82
257	194.47
257	195.18
257	197.24
257	198.55
257	200.05
257	201.32
257	201.91
257	202.7
258	0
258	0.5
258	1.29
258	2.32
258	3.37
258	4.94
258	6.73
258	9.12
258	10.1
258	13.45
258	13.46
258	16.83
258	20.19
258	23.56
258	26.92
258	30.29
258	33.65
258	37.02
258	40.38
258	43.75
258	47.11
258	50.48
258	53.84
258	57.21
258	60.57
258	63.94
258	67.3
258	70.67
258	74.03
258	77.4
258	80.77
258	84.13
258	87.5
258	90.86
258	94.23
258	97.59
258	100.96
258	104.32
258	107.69
258	111.05
258	114.42
258	117.78
258	121.15
258	124.51
258	127.88
258	131.24
258	134.61
258	137.97
258	141.34
258	144.7
258	148.07
258	151.44
258	154.8
258	158.17
258	161.53
258	164.9
258	168.26
258	171.63
258	174.99
258	178.36
258	181.72
258	185.09
258	188.45
258	191.82
258	195.18
258	198.55
258	201.48
258	202.69
258	0
258	3.37
258	6.73
258	10.1
258	13.46
258	16.83
258	20.19
258	23.56
258	26.92
258	30.29
258	33.65
258	37.02
258	40.38
258	43.75
258	47.11
258	50.48
258	53.84
258	57.21
258	60.57
258	63.94
258	67.3
258	70.67
258	74.04
258	77.4
258	80.77
258	84.13
258	87.5
258	90.86
258	94.23
258	97.59
258	100.96
258	104.32
258	107.69
258	111.05
258	114.42
258	117.78
258	121.15
258	124.51
258	127.88
258	131.24
258	134.61
258	137.97
258	141.34
258	144.7
258	148.07
258	151.43
258	154.8
258	158.16
258	161.53
258	164.89
258	168.26
258	171.62
258	174.99
258	178.35
258	181.72
258	185.08
258	188.45
258	191.81
258	194.47
258	195.18
258	197.24
258	198.54
258	200.06
258	201.32
258	201.91
258	202.64
259	0
259	0.5
259	1.29
259	2.32
259	3.37
259	4.94
259	6.73
259	9.12
259	10.1
259	13.46
259	16.83
259	20.19
259	23.56
259	26.92
259	30.29
259	33.65
259	37.02
259	40.38
259	43.75
259	47.11
259	50.48
259	53.84
259	57.21
259	60.57
259	63.94
259	67.3
259	70.67
259	74.03
259	77.4
259	80.76
259	84.13
259	87.49
259	90.86
259	94.22
259	97.59
259	100.95
259	104.32
259	107.68
259	111.05
259	114.41
259	117.78
259	121.15
259	124.51
259	127.88
259	131.24
259	134.61
259	137.98
259	141.35
259	144.71
259	148.08
259	151.44
259	154.8
259	158.16
259	161.53
259	164.89
259	168.26
259	171.62
259	174.99
259	178.35
259	181.72
259	185.08
259	188.45
259	191.81
259	195.18
259	198.54
259	201.48
259	202.68
259	0
259	3.37
259	6.73
259	10.1
259	13.46
259	16.83
259	20.19
259	23.56
259	26.92
259	30.29
259	33.65
259	37.02
259	40.38
259	43.75
259	47.11
259	50.48
259	53.84
259	57.21
259	60.57
259	63.94
259	67.3
259	70.67
259	74.03
259	77.4
259	80.76
259	84.13
259	87.49
259	90.86
259	94.22
259	97.59
259	100.95
259	104.32
259	107.68
259	111.05
259	114.41
259	117.78
259	122.5
259	124.51
259	127.88
259	131.24
259	134.61
259	137.97
259	141.34
259	144.7
259	148.07
259	151.43
259	154.8
259	158.16
259	161.53
259	164.89
259	168.26
259	171.62
259	174.99
259	178.35
259	181.72
259	185.08
259	188.45
259	191.81
259	194.47
259	195.18
259	197.23
259	198.54
259	200.05
259	201.3
259	201.91
259	202.65
260	0
260	0.5
260	1.28
260	2.28
260	3.37
260	4.94
260	6.73
260	9.12
260	10.1
260	13.46
260	16.83
260	20.19
260	23.56
260	26.92
260	30.29
260	33.65
260	37.02
260	40.38
260	43.75
260	47.11
260	50.48
260	53.84
260	57.21
260	60.57
260	63.94
260	67.3
260	70.67
260	74.03
260	77.4
260	80.76
260	84.13
260	87.5
260	90.86
260	94.23
260	97.59
260	100.96
260	104.32
260	107.69
260	111.05
260	114.42
260	117.78
260	121.15
260	124.51
260	127.88
260	131.24
260	134.61
260	137.97
260	141.34
260	144.7
260	148.07
260	151.44
260	154.8
260	158.17
260	161.53
260	164.9
260	168.26
260	171.63
260	174.99
260	178.36
260	181.72
260	185.09
260	188.45
260	191.82
260	195.18
260	198.55
260	201.46
260	202.64
260	0
260	3.37
260	6.73
260	10.1
260	13.46
260	16.83
260	20.19
260	23.56
260	26.92
260	30.29
260	33.65
260	37.02
260	40.38
260	43.75
260	47.11
260	50.48
260	53.84
260	57.21
260	60.58
260	63.94
260	67.31
260	70.67
260	74.04
260	77.4
260	80.77
260	84.13
260	87.5
260	90.86
260	94.23
260	97.59
260	100.96
260	104.32
260	107.69
260	111.05
260	114.42
260	117.78
260	121.15
260	124.51
260	127.88
260	131.24
260	134.61
260	137.98
260	141.34
260	144.71
260	148.07
260	151.44
260	154.8
260	158.17
260	161.53
260	164.9
260	168.26
260	171.63
260	174.99
260	178.36
260	181.73
260	185.1
260	188.45
260	191.82
260	194.45
260	195.18
260	197.22
260	198.55
260	200.04
260	201.3
260	201.91
260	202.59
261	0
261	0.49
261	1.27
261	2.3
261	3.37
261	4.96
261	6.73
261	9.13
261	10.1
261	13.46
261	16.83
261	20.19
261	23.56
261	26.92
261	30.29
261	33.65
261	37.02
261	40.38
261	43.75
261	47.11
261	50.48
261	53.84
261	57.21
261	60.57
261	63.94
261	67.3
261	70.67
261	74.03
261	77.4
261	80.76
261	84.13
261	87.49
261	90.86
261	94.22
261	97.59
261	100.95
261	104.32
261	107.68
261	111.05
261	114.41
261	117.78
261	121.15
261	124.51
261	127.88
261	131.24
261	134.61
261	137.97
261	141.34
261	144.7
261	148.07
261	151.43
261	154.8
261	158.16
261	161.53
261	164.89
261	168.26
261	171.62
261	174.99
261	178.35
261	181.72
261	185.08
261	188.45
261	191.81
261	195.18
261	198.54
261	201.41
261	202.54
261	0
261	3.37
261	6.73
261	10.1
261	13.46
261	16.83
261	20.19
261	23.56
261	26.92
261	30.29
261	33.65
261	37.02
261	40.38
261	43.75
261	47.11
261	50.48
261	53.84
261	57.21
261	60.57
261	63.94
261	67.3
261	70.67
261	74.03
261	77.4
261	80.76
261	84.13
261	87.49
261	90.86
261	94.22
261	97.59
261	100.95
261	104.32
261	107.68
261	111.05
261	114.41
261	117.78
261	121.14
261	124.51
261	127.87
261	131.24
261	134.6
261	137.97
261	141.33
261	144.7
261	148.06
261	151.43
261	154.79
261	158.16
261	161.52
261	164.89
261	168.25
261	171.62
261	174.98
261	178.35
261	181.71
261	185.08
261	188.44
261	191.81
261	194.43
261	195.17
261	197.2
261	198.54
261	200.03
261	201.28
261	201.9
261	202.53
262	0
262	0.5
262	1.3
262	2.33
262	3.37
262	4.94
262	6.73
262	9.13
262	10.1
262	13.45
262	13.46
262	16.83
262	20.19
262	23.56
262	26.92
262	30.29
262	33.65
262	37.02
262	40.38
262	43.75
262	47.11
262	50.48
262	53.84
262	57.21
262	60.57
262	63.94
262	67.3
262	70.67
262	74.03
262	77.4
262	80.76
262	84.13
262	87.49
262	90.86
262	94.22
262	97.59
262	100.95
262	104.32
262	107.68
262	111.05
262	114.41
262	117.78
262	121.14
262	124.51
262	127.87
262	131.24
262	134.6
262	137.97
262	141.33
262	144.7
262	148.06
262	151.43
262	154.79
262	158.16
262	161.52
262	164.89
262	168.25
262	171.62
262	174.98
262	178.35
262	181.71
262	185.08
262	188.44
262	191.81
262	195.17
262	198.54
262	201.4
262	202.52
262	0
262	3.37
262	6.73
262	10.1
262	13.46
262	16.83
262	20.19
262	23.56
262	26.92
262	30.29
262	33.65
262	37.02
262	40.38
262	43.75
262	47.11
262	50.48
262	53.84
262	57.21
262	60.57
262	63.94
262	67.3
262	70.67
262	74.03
262	77.4
262	80.76
262	84.13
262	87.49
262	90.86
262	94.22
262	97.59
262	100.95
262	104.32
262	107.68
262	111.05
262	114.41
262	117.78
262	121.14
262	124.51
262	127.87
262	131.24
262	134.6
262	137.97
262	141.33
262	144.7
262	148.06
262	151.43
262	154.79
262	158.16
262	161.52
262	164.89
262	168.25
262	171.62
262	174.98
262	178.35
262	181.71
262	185.08
262	188.44
262	191.81
262	194.46
262	195.17
262	197.19
262	198.54
262	200.02
262	201.28
262	201.9
262	202.49
263	0
263	0.5
263	1.29
263	2.32
263	3.37
263	4.91
263	6.73
263	9.1
263	10.1
263	13.46
263	16.83
263	20.19
263	23.56
263	26.92
263	30.29
263	33.65
263	37.02
263	40.38
263	43.75
263	47.11
263	50.48
263	53.84
263	57.21
263	60.57
263	63.94
263	67.3
263	70.67
263	74.03
263	77.4
263	80.76
263	84.13
263	87.49
263	90.86
263	94.22
263	97.59
263	100.95
263	104.32
263	107.68
263	111.05
263	114.41
263	117.78
263	121.14
263	124.51
263	127.87
263	131.24
263	134.6
263	137.97
263	141.33
263	144.7
263	148.06
263	151.43
263	154.79
263	158.16
263	161.52
263	164.89
263	168.25
263	171.62
263	174.98
263	178.35
263	181.71
263	185.08
263	188.44
263	191.81
263	195.17
263	198.54
263	201.39
263	202.51
263	0
263	3.37
263	6.73
263	10.1
263	13.46
263	16.83
263	20.19
263	23.56
263	26.92
263	30.29
263	33.65
263	37.02
263	40.38
263	43.75
263	47.11
263	50.48
263	53.84
263	57.21
263	60.57
263	63.94
263	67.3
263	70.67
263	74.03
263	77.4
263	80.76
263	84.13
263	87.49
263	90.86
263	94.22
263	97.59
263	100.95
263	104.32
263	107.68
263	111.05
263	114.41
263	117.78
263	121.14
263	124.51
263	127.87
263	131.24
263	134.6
263	137.97
263	141.33
263	144.7
263	148.06
263	151.43
263	154.79
263	158.16
263	161.52
263	164.89
263	168.25
263	171.62
263	174.98
263	178.35
263	181.71
263	185.08
263	188.44
263	191.81
263	194.43
263	195.17
263	197.19
263	198.54
263	199.99
263	201.24
263	201.9
263	202.47
264	0
264	0.52
264	1.3
264	2.34
264	3.37
264	4.92
264	6.73
264	9.12
264	10.1
264	13.45
264	13.46
264	16.83
264	20.19
264	23.56
264	26.92
264	30.29
264	33.65
264	37.02
264	40.38
264	43.75
264	47.11
264	50.48
264	53.84
264	57.21
264	60.57
264	63.94
264	67.3
264	70.67
264	74.03
264	77.4
264	80.76
264	84.13
264	87.49
264	90.86
264	94.22
264	97.59
264	100.95
264	104.32
264	107.68
264	111.05
264	114.41
264	117.78
264	121.14
264	124.51
264	127.87
264	131.24
264	134.6
264	137.97
264	141.33
264	144.7
264	148.06
264	151.43
264	154.79
264	158.16
264	161.52
264	164.89
264	168.25
264	171.62
264	174.98
264	178.35
264	181.71
264	185.08
264	188.44
264	191.81
264	195.17
264	198.54
264	201.36
264	202.44
264	0
264	3.37
264	6.73
264	10.1
264	13.46
264	16.83
264	20.19
264	23.56
264	26.92
264	30.29
264	33.65
264	37.02
264	40.38
264	43.75
264	47.11
264	50.48
264	53.84
264	57.21
264	60.57
264	63.94
264	67.3
264	70.67
264	74.03
264	77.4
264	80.76
264	84.13
264	87.49
264	90.86
264	94.22
264	97.59
264	100.95
264	104.32
264	107.68
264	111.05
264	114.41
264	117.78
264	121.14
264	124.51
264	127.87
264	131.24
264	134.6
264	137.97
264	141.33
264	144.7
264	148.06
264	151.43
264	154.79
264	158.16
264	161.52
264	164.89
264	168.25
264	171.62
264	174.98
264	178.35
264	181.71
264	185.08
264	188.44
264	191.81
264	194.43
264	195.17
264	197.18
264	198.54
264	200.01
264	201.24
264	201.9
264	202.43
265	0
265	0.49
265	1.28
265	2.31
265	3.37
265	4.92
265	6.73
265	9.12
265	10.1
265	13.44
265	13.46
265	16.83
265	20.19
265	23.56
265	26.92
265	30.29
265	33.65
265	37.02
265	40.38
265	43.75
265	47.11
265	50.48
265	53.84
265	57.21
265	60.57
265	63.94
265	67.3
265	70.67
265	74.03
265	77.4
265	80.76
265	84.13
265	87.49
265	90.86
265	94.22
265	97.59
265	100.95
265	104.32
265	107.68
265	111.05
265	114.41
265	117.78
265	121.14
265	124.51
265	127.87
265	131.24
265	134.6
265	137.97
265	141.33
265	144.7
265	148.06
265	151.43
265	154.79
265	158.16
265	161.52
265	164.89
265	168.25
265	171.62
265	174.98
265	178.35
265	181.71
265	185.08
265	188.44
265	191.81
265	195.17
265	198.54
265	201.36
265	202.44
265	0
265	3.37
265	6.73
265	10.1
265	13.46
265	16.83
265	20.19
265	23.56
265	26.92
265	30.29
265	33.65
265	37.02
265	40.38
265	43.75
265	47.11
265	50.48
265	53.84
265	57.21
265	60.57
265	63.94
265	67.3
265	70.67
265	74.03
265	77.4
265	80.76
265	84.13
265	87.49
265	90.86
265	94.22
265	97.59
265	100.95
265	104.32
265	107.68
265	111.05
265	114.41
265	117.78
265	121.14
265	124.51
265	127.87
265	131.24
265	134.6
265	137.97
265	141.33
265	144.7
265	148.06
265	151.43
265	154.79
265	158.16
265	161.52
265	164.89
265	168.25
265	171.62
265	174.98
265	178.35
265	181.71
265	185.08
265	188.44
265	191.81
265	194.42
265	195.17
265	197.18
265	198.54
265	199.99
265	201.22
265	201.9
265	202.4
266	0
266	0.49
266	1.28
266	2.31
266	3.37
266	4.92
266	6.73
266	9.11
266	10.1
266	13.46
266	16.83
266	20.19
266	23.56
266	26.92
266	30.29
266	33.65
266	37.02
266	40.38
266	43.75
266	47.11
266	50.48
266	53.84
266	57.21
266	60.57
266	63.94
266	67.3
266	70.67
266	74.03
266	77.4
266	80.76
266	84.13
266	87.49
266	90.86
266	94.22
266	97.59
266	100.95
266	104.32
266	107.68
266	111.05
266	114.41
266	117.78
266	121.14
266	124.51
266	127.87
266	131.24
266	134.6
266	137.97
266	141.33
266	144.7
266	148.06
266	151.43
266	154.79
266	158.16
266	161.52
266	164.89
266	168.25
266	171.62
266	174.98
266	178.35
266	181.71
266	185.08
266	188.44
266	191.81
266	195.17
266	198.54
266	201.34
266	202.39
266	0
266	3.37
266	6.73
266	10.1
266	13.46
266	16.83
266	20.19
266	23.56
266	26.92
266	30.29
266	33.65
266	37.02
266	40.38
266	43.75
266	47.11
266	50.48
266	53.84
266	57.21
266	60.57
266	63.94
266	67.3
266	70.67
266	74.03
266	77.4
266	80.76
266	84.13
266	87.49
266	90.86
266	94.22
266	97.59
266	100.95
266	104.32
266	107.68
266	111.05
266	114.41
266	117.78
266	121.14
266	124.51
266	127.87
266	131.24
266	134.6
266	137.97
266	141.33
266	144.7
266	148.06
266	151.43
266	154.79
266	158.16
266	161.52
266	164.89
266	168.25
266	171.62
266	174.98
266	178.35
266	181.71
266	185.08
266	188.44
266	191.81
266	194.39
266	195.17
266	197.18
266	198.54
266	199.97
266	201.21
266	201.9
266	202.33
267	0
267	0.5
267	1.28
267	2.31
267	3.37
267	4.92
267	6.73
267	9.11
267	10.1
267	13.46
267	16.83
267	20.19
267	23.56
267	26.92
267	30.29
267	33.65
267	37.02
267	40.38
267	43.75
267	47.11
267	50.48
267	53.84
267	57.21
267	60.57
267	63.94
267	67.3
267	70.67
267	74.03
267	77.4
267	80.76
267	84.13
267	87.49
267	90.86
267	94.22
267	97.59
267	100.95
267	104.32
267	107.68
267	111.05
267	114.41
267	117.78
267	121.14
267	124.51
267	127.87
267	131.24
267	134.6
267	137.97
267	141.33
267	144.7
267	148.06
267	151.43
267	154.79
267	158.16
267	161.52
267	164.89
267	168.25
267	171.62
267	174.98
267	178.35
267	181.71
267	185.08
267	188.44
267	191.81
267	195.17
267	198.54
267	201.34
267	202.39
267	0
267	3.37
267	6.73
267	10.1
267	13.46
267	16.83
267	20.19
267	23.56
267	26.92
267	30.29
267	33.65
267	37.02
267	40.38
267	43.75
267	47.11
267	50.48
267	53.84
267	57.21
267	60.57
267	63.94
267	67.3
267	70.67
267	74.03
267	77.4
267	80.76
267	84.13
267	87.49
267	90.86
267	94.22
267	97.59
267	100.95
267	104.32
267	107.68
267	111.05
267	114.41
267	117.78
267	121.14
267	124.51
267	127.87
267	131.24
267	134.6
267	137.97
267	141.33
267	144.7
267	148.06
267	151.43
267	154.79
267	158.16
267	161.52
267	164.89
267	168.25
267	171.62
267	174.98
267	178.35
267	181.71
267	185.08
267	188.44
267	191.81
267	194.4
267	195.17
267	197.18
267	198.54
267	199.96
267	201.19
267	201.9
267	202.31
268	0
268	0.5
268	1.29
268	2.32
268	3.37
268	4.94
268	6.73
268	9.11
268	10.1
268	13.44
268	13.46
268	16.83
268	20.19
268	23.56
268	26.92
268	30.29
268	33.65
268	37.02
268	40.38
268	43.75
268	47.11
268	50.48
268	53.84
268	57.21
268	60.57
268	63.94
268	67.3
268	70.67
268	74.03
268	77.4
268	80.76
268	84.13
268	87.49
268	90.86
268	94.22
268	97.59
268	100.95
268	104.32
268	107.68
268	111.05
268	114.41
268	117.78
268	121.14
268	124.51
268	127.87
268	131.24
268	134.6
268	137.97
268	141.33
268	144.7
268	148.06
268	151.43
268	154.79
268	158.16
268	161.52
268	164.89
268	168.25
268	171.62
268	174.98
268	178.35
268	181.71
268	185.08
268	188.44
268	191.81
268	195.17
268	198.54
268	201.31
268	202.34
268	0
268	3.37
268	6.73
268	10.1
268	13.46
268	16.83
268	20.19
268	23.56
268	26.92
268	30.29
268	33.65
268	37.02
268	40.38
268	43.75
268	47.11
268	50.48
268	53.84
268	57.21
268	60.57
268	63.94
268	67.3
268	70.67
268	74.03
268	77.4
268	80.76
268	84.93
268	87.49
268	90.86
268	94.22
268	97.59
268	100.95
268	104.32
268	107.68
268	111.05
268	114.41
268	117.78
268	121.14
268	124.51
268	127.87
268	131.24
268	134.6
268	137.97
268	141.33
268	144.7
268	148.06
268	151.43
268	154.79
268	158.16
268	161.52
268	164.89
268	168.25
268	171.62
268	174.98
268	178.35
268	181.71
268	185.08
268	188.44
268	191.81
268	194.39
268	195.17
268	197.17
268	198.54
268	199.97
268	201.19
268	201.9
268	202.27
269	0
269	0.5
269	1.29
269	2.32
269	3.37
269	4.94
269	6.73
269	9.13
269	10.1
269	13.45
269	13.46
269	16.83
269	20.19
269	23.56
269	26.92
269	30.29
269	33.65
269	37.02
269	40.38
269	43.75
269	47.11
269	50.48
269	53.84
269	57.21
269	60.57
269	63.94
269	67.3
269	70.67
269	74.03
269	77.4
269	80.76
269	84.13
269	87.49
269	90.86
269	94.22
269	97.59
269	100.95
269	104.32
269	107.68
269	111.05
269	114.41
269	117.78
269	121.14
269	124.51
269	127.87
269	131.24
269	134.6
269	137.97
269	141.33
269	144.7
269	148.06
269	151.43
269	154.79
269	158.16
269	161.52
269	164.89
269	168.25
269	171.62
269	174.98
269	178.35
269	182.89
269	185.08
269	188.44
269	191.81
269	195.17
269	198.54
269	201.3
269	202.32
269	0
269	3.37
269	6.73
269	10.1
269	13.46
269	16.83
269	20.19
269	23.56
269	26.92
269	30.29
269	33.65
269	37.02
269	40.38
269	43.75
269	47.11
269	50.48
269	53.84
269	57.21
269	60.57
269	63.94
269	67.3
269	70.67
269	74.03
269	77.4
269	80.76
269	84.13
269	87.49
269	90.86
269	94.22
269	97.59
269	100.96
269	104.32
269	107.69
269	111.05
269	114.42
269	117.78
269	121.15
269	124.51
269	127.88
269	131.24
269	134.61
269	137.97
269	141.34
269	144.7
269	148.07
269	151.43
269	154.8
269	158.16
269	161.53
269	164.89
269	168.26
269	171.62
269	174.99
269	178.35
269	181.72
269	185.09
269	188.45
269	191.82
269	194.4
269	195.18
269	197.18
269	198.55
269	199.98
269	201.19
269	201.91
269	202.26
270	0
270	0.5
270	1.3
270	2.33
270	3.37
270	4.94
270	6.73
270	9.12
270	10.1
270	13.45
270	13.46
270	16.83
270	20.19
270	23.56
270	26.92
270	30.29
270	33.65
270	37.02
270	40.38
270	43.75
270	47.11
270	50.48
270	53.84
270	57.21
270	60.57
270	63.94
270	67.31
270	70.67
270	74.04
270	77.4
270	80.77
270	84.13
270	87.5
270	90.86
270	94.23
270	97.59
270	100.96
270	104.32
270	107.69
270	111.05
270	114.42
270	117.78
270	121.15
270	124.51
270	127.88
270	131.24
270	134.61
270	137.98
270	141.34
270	144.71
270	148.07
270	151.44
270	154.8
270	158.17
270	161.53
270	164.9
270	168.26
270	171.63
270	174.99
270	178.36
270	181.72
270	185.09
270	188.45
270	191.82
270	195.18
270	198.55
270	201.29
270	202.3
270	0
270	3.37
270	6.73
270	10.1
270	13.46
270	16.83
270	20.19
270	23.56
270	26.92
270	30.29
270	33.65
270	37.02
270	40.38
270	43.75
270	47.11
270	50.48
270	53.84
270	57.21
270	60.57
270	63.94
270	67.3
270	70.67
270	74.03
270	77.4
270	80.76
270	84.13
270	87.49
270	90.86
270	94.22
