RBG_CYC_66824_Nw_c0_41V_40C_C10C10_170627_622BNG_VC211_100DOD_127 (155722 Points)
Time (s)	Current (mAh)
29116149	-20.1
29116307	-20.1
29116354	-20.1
29116354	20.1
29116423	20.1
29116530	20.1
29116666	20.1
29116830	20.1
29116954	20.1
29117176	20.1
29117444	20.1
29117554	20.1
29117895	20.1
29118154	20.1
29118615	20.1
29118754	20.1
29119354	20.1
29119954	20.1
29120554	20.1
29121154	20.1
29121754	20.1
29122354	20.1
29122954	20.1
29123554	20.1
29124154	20.1
29124754	20.1
29125354	20.1
29125954	20.1
29126554	20.1
29127154	20.1
29127754	20.1
29128354	20.1
29128954	20.1
29129554	20.1
29130154	20.1
29130754	20.1
29131354	20.1
29131954	20.1
29132554	20.1
29133154	20.1
29133754	20.1
29134354	20.1
29134954	20.1
29135554	20.1
29136154	20.1
29136754	20.1
29137354	20.1
29137954	20.1
29138554	20.1
29139154	20.1
29139754	20.1
29140354	20.1
29140954	20.1
29141554	20.1
29142154	20.1
29142754	20.1
29143354	20.1
29143954	20.1
29144554	20.1
29145154	20.1
29145754	20.1
29146354	20.1
29146954	20.1
29147554	20.1
29148154	20.1
29148754	20.1
29149354	20.1
29149954	20.1
29150554	20.1
29151025	10.1
29151025	-20.1
29151625	-20.1
29152225	-20.1
29152825	-20.1
29153425	-20.1
29154025	-20.1
29154625	-20.1
29155225	-20.1
29155825	-20.1
29156425	-20.1
29157025	-20.1
29157625	-20.1
29158225	-20.1
29158825	-20.1
29159425	-20.1
29160025	-20.1
29160625	-20.1
29161225	-20.1
29161825	-20.1
29162425	-20.1
29163025	-20.1
29163625	-20.1
29164225	-20.1
29164825	-20.1
29165425	-20.1
29166025	-20.1
29166625	-20.1
29167225	-20.1
29167825	-20.1
29168425	-20.1
29169025	-20.1
29169625	-20.1
29170225	-20.1
29170825	-20.1
29171425	-20.1
29172025	-20.1
29172625	-20.1
29173225	-20.1
29173825	-20.1
29174425	-20.1
29175025	-20.1
29175625	-20.1
29176225	-20.1
29176825	-20.1
29177425	-20.1
29178025	-20.1
29178625	-20.1
29179225	-20.1
29179825	-20.1
29180425	-20.1
29181025	-20.1
29181625	-20.1
29182225	-20.1
29182825	-20.1
29183360	-20.1
29183425	-20.1
29183846	-20.1
29184025	-20.1
29184362	-20.1
29184625	-20.1
29184885	-20.1
29185113	-20.1
29185225	-20.1
29185407	-20.1
29185565	-20.1
29185612	-20.1
29185612	20.1
29185679	20.1
29185787	20.1
29185923	20.1
29186086	20.1
29186212	20.1
29186434	20.1
29186701	20.1
29186812	20.1
29187150	20.1
29187412	20.1
29187871	20.1
29188012	20.1
29188612	20.1
29189212	20.1
29189812	20.1
29190412	20.1
29191012	20.1
29191612	20.1
29192212	20.1
29192812	20.1
29193412	20.1
29194012	20.1
29194612	20.1
29195212	20.1
29195812	20.1
29196412	20.1
29197012	20.1
29197612	20.1
29198212	20.1
29198812	20.1
29199412	20.1
29200012	20.1
29200612	20.1
29201212	20.1
29201812	20.1
29202412	20.1
29203012	20.1
29203612	20.1
29204212	20.1
29204812	20.1
29205412	20.1
29206012	20.1
29206612	20.1
29207212	20.1
29207812	20.1
29208412	20.1
29209012	20.1
29209612	20.1
29210212	20.1
29210812	20.1
29211412	20.1
29212012	20.1
29212612	20.1
29213212	20.1
29213812	20.1
29214412	20.1
29215012	20.1
29215612	20.1
29216212	20.1
29216812	20.1
29217412	20.1
29218012	20.1
29218612	20.1
29219212	20.1
29219812	20.1
29220256	10.1
29220256	-20.1
29220856	-20.1
29221456	-20.1
29222056	-20.1
29222656	-20.1
29223256	-20.1
29223856	-20.1
29224456	-20.1
29225056	-20.1
29225656	-20.1
29226256	-20.1
29226856	-20.1
29227456	-20.1
29228056	-20.1
29228656	-20.1
29229256	-20.1
29229856	-20.1
29230456	-20.1
29231056	-20.1
29231656	-20.1
29232256	-20.1
29232856	-20.1
29233456	-20.1
29234056	-20.1
29234656	-20.1
29235256	-20.1
29235856	-20.1
29236456	-20.1
29237056	-20.1
29237656	-20.1
29238256	-20.1
29238856	-20.1
29239456	-20.1
29240056	-20.1
29240656	-20.1
29241256	-20.1
29241856	-20.1
29242456	-20.1
29243056	-20.1
29243656	-20.1
29244256	-20.1
29244856	-20.1
29245456	-20.1
29246056	-20.1
29246656	-20.1
29247256	-20.1
29247856	-20.1
29248456	-20.1
29249056	-20.1
29249656	-20.1
29250256	-20.1
29250856	-20.1
29251456	-20.1
29252056	-20.1
29252591	-20.1
29252656	-20.1
29253080	-20.1
29253256	-20.1
29253595	-20.1
29253856	-20.1
29254117	-20.1
29254345	-20.1
29254456	-20.1
29254638	-20.1
29254796	-20.1
29254840	-20.1
29254840	20.1
29254909	20.1
29255016	20.1
29255152	20.1
29255317	20.1
29255440	20.1
29255662	20.1
29255929	20.1
29256040	20.1
29256378	20.1
29256640	20.1
29257102	20.1
29257240	20.1
29257840	20.1
29258440	20.1
29259040	20.1
29259640	20.1
29260240	20.1
29260840	20.1
29261440	20.1
29262040	20.1
29262640	20.1
29263240	20.1
29263840	20.1
29264440	20.1
29265040	20.1
29265640	20.1
29266240	20.1
29266840	20.1
29267440	20.1
29268040	20.1
29268640	20.1
29269240	20.1
29269840	20.1
29270440	20.1
29271040	20.1
29271640	20.1
29272240	20.1
29272840	20.1
29273440	20.1
29274040	20.1
29274640	20.1
29275240	20.1
29275840	20.1
29276440	20.1
29277040	20.1
29277640	20.1
29278240	20.1
29278840	20.1
29279440	20.1
29280040	20.1
29280640	20.1
29281240	20.1
29281840	20.1
29282440	20.1
29283040	20.1
29283640	20.1
29284240	20.1
29284840	20.1
29285440	20.1
29286040	20.1
29286640	20.1
29287240	20.1
29287840	20.1
29288440	20.1
29289040	20.1
29289492	10.1
29289492	-20.1
29290092	-20.1
29290692	-20.1
29291292	-20.1
29291892	-20.1
29292492	-20.1
29293092	-20.1
29293692	-20.1
29294292	-20.1
29294892	-20.1
29295492	-20.1
29296092	-20.1
29296692	-20.1
29297292	-20.1
29297892	-20.1
29298492	-20.1
29299092	-20.1
29299692	-20.1
29300292	-20.1
29300892	-20.1
29301492	-20.1
29302092	-20.1
29302692	-20.1
29303292	-20.1
29303892	-20.1
29304492	-20.1
29305092	-20.1
29305692	-20.1
29306292	-20.1
29306892	-20.1
29307492	-20.1
29308092	-20.1
29308692	-20.1
29309292	-20.1
29309892	-20.1
29310492	-20.1
29311092	-20.1
29311692	-20.1
29312292	-20.1
29312892	-20.1
29313492	-20.1
29314092	-20.1
29314692	-20.1
29315292	-20.1
29315892	-20.1
29316492	-20.1
29317092	-20.1
29317692	-20.1
29318292	-20.1
29318892	-20.1
29319492	-20.1
29320092	-20.1
29320692	-20.1
29321292	-20.1
29321829	-20.1
29321892	-20.1
29322315	-20.1
29322492	-20.1
29322832	-20.1
29323092	-20.1
29323353	-20.1
29323581	-20.1
29323692	-20.1
29323875	-20.1
29324034	-20.1
29324082	-20.1
29324082	20.1
29324150	20.1
29324258	20.1
29324395	20.1
29324560	20.1
29324682	20.1
29324903	20.1
29325170	20.1
29325282	20.1
29325621	20.1
29325882	20.1
29326342	20.1
29326482	20.1
29327082	20.1
29327682	20.1
29328282	20.1
29328882	20.1
29329482	20.1
29330082	20.1
29330682	20.1
29331282	20.1
29331882	20.1
29332482	20.1
29333082	20.1
29333682	20.1
29334282	20.1
29334882	20.1
29335482	20.1
29336082	20.1
29336682	20.1
29337282	20.1
29337882	20.1
29338482	20.1
29339082	20.1
29339682	20.1
29340282	20.1
29340882	20.1
29341482	20.1
29342082	20.1
29342682	20.1
29343282	20.1
29343882	20.1
29344482	20.1
29345082	20.1
29345682	20.1
29346282	20.1
29346882	20.1
29347482	20.1
29348082	20.1
29348682	20.1
29349282	20.1
29349882	20.1
29350482	20.1
29351082	20.1
29351682	20.1
29352282	20.1
29352882	20.1
29353482	20.1
29354082	20.1
29354682	20.1
29355282	20.1
29355882	20.1
29356482	20.1
29357082	20.1
29357682	20.1
29358282	20.1
29358720	10.1
29358720	-20.1
29359320	-20.1
29359920	-20.1
29360520	-20.1
29361120	-20.1
29361720	-20.1
29362320	-20.1
29362920	-20.1
29363520	-20.1
29364120	-20.1
29364720	-20.1
29365320	-20.1
29365920	-20.1
29366520	-20.1
29367120	-20.1
29367720	-20.1
29368320	-20.1
29368920	-20.1
29369520	-20.1
29370120	-20.1
29370720	-20.1
29371320	-20.1
29371920	-20.1
29372520	-20.1
29373120	-20.1
29373720	-20.1
29374320	-20.1
29374920	-20.1
29375520	-20.1
29376120	-20.1
29376720	-20.1
29377320	-20.1
29377920	-20.1
29378520	-20.1
29379120	-20.1
29379720	-20.1
29380320	-20.1
29380920	-20.1
29381520	-20.1
29382120	-20.1
29382720	-20.1
29383320	-20.1
29383920	-20.1
29384520	-20.1
29385120	-20.1
29385720	-20.1
29386320	-20.1
29386920	-20.1
29387520	-20.1
29388120	-20.1
29388720	-20.1
29389320	-20.1
29389920	-20.1
29390520	-20.1
29391058	-20.1
29391120	-20.1
29391541	-20.1
29391720	-20.1
29392058	-20.1
29392320	-20.1
29392579	-20.1
29392805	-20.1
29392920	-20.1
29393101	-20.1
29393259	-20.1
29393296	-20.1
29393296	20.1
29393363	20.1
29393471	20.1
29393607	20.1
29393770	20.1
29393896	20.1
29394118	20.1
29394386	20.1
29394496	20.1
29394834	20.1
29395096	20.1
29395555	20.1
29395696	20.1
29396296	20.1
29396896	20.1
29397496	20.1
29398096	20.1
29398696	20.1
29399296	20.1
29399896	20.1
29400496	20.1
29401096	20.1
29401696	20.1
29402296	20.1
29402896	20.1
29403496	20.1
29404096	20.1
29404696	20.1
29405296	20.1
29405896	20.1
29406496	20.1
29407096	20.1
29407696	20.1
29408296	20.1
29408896	20.1
29409496	20.1
29410096	20.1
29410696	20.1
29411296	20.1
29411896	20.1
29412496	20.1
29413096	20.1
29413696	20.1
29414296	20.1
29414896	20.1
29415496	20.1
29416096	20.1
29416696	20.1
29417296	20.1
29417896	20.1
29418496	20.1
29419096	20.1
29419696	20.1
29420296	20.1
29420896	20.1
29421496	20.1
29422096	20.1
29422696	20.1
29423296	20.1
29423896	20.1
29424496	20.1
29425096	20.1
29425696	20.1
29426296	20.1
29426896	20.1
29427496	20.1
29427927	10.1
29427928	-20.1
29428528	-20.1
29429128	-20.1
29429728	-20.1
29430328	-20.1
29430928	-20.1
29431528	-20.1
29432128	-20.1
29432728	-20.1
29433328	-20.1
29433928	-20.1
29434528	-20.1
29435128	-20.1
29435728	-20.1
29436328	-20.1
29436928	-20.1
29437528	-20.1
29438128	-20.1
29438728	-20.1
29439328	-20.1
29439928	-20.1
29440528	-20.1
29441128	-20.1
29441728	-20.1
29442328	-20.1
29442928	-20.1
29443528	-20.1
29444128	-20.1
29444728	-20.1
29445328	-20.1
29445928	-20.1
29446528	-20.1
29447128	-20.1
29447728	-20.1
29448328	-20.1
29448928	-20.1
29449528	-20.1
29450128	-20.1
29450728	-20.1
29451328	-20.1
29451928	-20.1
29452528	-20.1
29453128	-20.1
29453728	-20.1
29454328	-20.1
29454928	-20.1
29455528	-20.1
29456128	-20.1
29456728	-20.1
29457328	-20.1
29457928	-20.1
29458528	-20.1
29459128	-20.1
29459728	-20.1
29460258	-20.1
29460328	-20.1
29460743	-20.1
29460928	-20.1
29461260	-20.1
29461528	-20.1
29461782	-20.1
29462005	-20.1
29462128	-20.1
29462306	-20.1
29462460	-20.1
29462475	-20.1
29462476	20.1
29462544	20.1
29462652	20.1
29462787	20.1
29462950	20.1
29463076	20.1
29463299	20.1
29463566	20.1
29463676	20.1
29464013	20.1
29464276	20.1
29464733	20.1
29464876	20.1
29465476	20.1
29466076	20.1
29466676	20.1
29467276	20.1
29467876	20.1
29468476	20.1
29469076	20.1
29469676	20.1
29470276	20.1
29470876	20.1
29471476	20.1
29472076	20.1
29472676	20.1
29473276	20.1
29473876	20.1
29474476	20.1
29475076	20.1
29475676	20.1
29476276	20.1
29476876	20.1
29477476	20.1
29478076	20.1
29478676	20.1
29479276	20.1
29479876	20.1
29480476	20.1
29481076	20.1
29481676	20.1
29482276	20.1
29482876	20.1
29483476	20.1
29484076	20.1
29484676	20.1
29485276	20.1
29485876	20.1
29486476	20.1
29487076	20.1
29487676	20.1
29488276	20.1
29488876	20.1
29489476	20.1
29490076	20.1
29490676	20.1
29491276	20.1
29491876	20.1
29492476	20.1
29493076	20.1
29493676	20.1
29494276	20.1
29494876	20.1
29495476	20.1
29496076	20.1
29496676	20.1
29497098	10.1
29497098	-20.1
29497696	-20.1
29497698	-20.1
29498298	-20.1
29498898	-20.1
29499498	-20.1
29500098	-20.1
29500698	-20.1
29501298	-20.1
29501898	-20.1
29502498	-20.1
29503098	-20.1
29503698	-20.1
29504298	-20.1
29504898	-20.1
29505498	-20.1
29506098	-20.1
29506698	-20.1
29507298	-20.1
29507898	-20.1
29508498	-20.1
29509098	-20.1
29509698	-20.1
29510298	-20.1
29510898	-20.1
29511498	-20.1
29512098	-20.1
29512698	-20.1
29513298	-20.1
29513898	-20.1
29514498	-20.1
29515098	-20.1
29515698	-20.1
29516298	-20.1
29516898	-20.1
29517498	-20.1
29518098	-20.1
29518698	-20.1
29519298	-20.1
29519898	-20.1
29520498	-20.1
29521098	-20.1
29521698	-20.1
29522298	-20.1
29522898	-20.1
29523498	-20.1
29524098	-20.1
29524698	-20.1
29525298	-20.1
29525898	-20.1
29526498	-20.1
29527098	-20.1
29527698	-20.1
29528298	-20.1
29528898	-20.1
29529428	-20.1
29529498	-20.1
29529920	-20.1
29530098	-20.1
29530429	-20.1
29530698	-20.1
29530954	-20.1
29531180	-20.1
29531298	-20.1
29531479	-20.1
29531637	-20.1
29531662	-20.1
29531663	20.1
29531730	20.1
29531838	20.1
29531974	20.1
29532137	20.1
29532263	20.1
29532485	20.1
29532752	20.1
29532863	20.1
29533200	20.1
29533463	20.1
29533925	20.1
29534063	20.1
29534663	20.1
29535263	20.1
29535863	20.1
29536463	20.1
29537063	20.1
29537663	20.1
29538263	20.1
29538863	20.1
29539463	20.1
29540063	20.1
29540663	20.1
29541263	20.1
29541863	20.1
29542463	20.1
29543063	20.1
29543663	20.1
29544263	20.1
29544863	20.1
29545463	20.1
29546063	20.1
29546663	20.1
29547263	20.1
29547863	20.1
29548463	20.1
29549063	20.1
29549663	20.1
29550263	20.1
29550863	20.1
29551463	20.1
29552063	20.1
29552663	20.1
29553263	20.1
29553863	20.1
29554463	20.1
29555063	20.1
29555663	20.1
29556263	20.1
29556863	20.1
29557463	20.1
29558063	20.1
29558663	20.1
29559263	20.1
29559863	20.1
29560463	20.1
29561063	20.1
29561663	20.1
29562263	20.1
29562863	20.1
29563463	20.1
29564063	20.1
29564663	20.1
29565263	20.1
29565863	20.1
29566296	10.1
29566296	-20.1
29566893	-20.1
29566896	-20.1
29567496	-20.1
29568096	-20.1
29568696	-20.1
29569296	-20.1
29569896	-20.1
29570496	-20.1
29571096	-20.1
29571696	-20.1
29572296	-20.1
29572896	-20.1
29573496	-20.1
29574096	-20.1
29574696	-20.1
29575296	-20.1
29575896	-20.1
29576496	-20.1
29577096	-20.1
29577696	-20.1
29578296	-20.1
29578896	-20.1
29579496	-20.1
29580096	-20.1
29580696	-20.1
29581296	-20.1
29581896	-20.1
29582496	-20.1
29583096	-20.1
29583696	-20.1
29584296	-20.1
29584896	-20.1
29585496	-20.1
29586096	-20.1
29586696	-20.1
29587296	-20.1
29587896	-20.1
29588496	-20.1
29589096	-20.1
29589696	-20.1
29590296	-20.1
29590896	-20.1
29591496	-20.1
29592096	-20.1
29592696	-20.1
29593296	-20.1
29593896	-20.1
29594496	-20.1
29595096	-20.1
29595696	-20.1
29596296	-20.1
29596896	-20.1
29597496	-20.1
29598096	-20.1
29598628	-20.1
29598696	-20.1
29599116	-20.1
29599296	-20.1
29599629	-20.1
29599896	-20.1
29600153	-20.1
29600378	-20.1
29600496	-20.1
29600675	-20.1
29600831	-20.1
29600856	-20.1
29600856	20.1
29600925	20.1
29601032	20.1
29601169	20.1
29601333	20.1
29601456	20.1
29601678	20.1
29601945	20.1
29602056	20.1
29602393	20.1
29602656	20.1
29603117	20.1
29603256	20.1
29603856	20.1
29604456	20.1
29605056	20.1
29605656	20.1
29606256	20.1
29606856	20.1
29607456	20.1
29608056	20.1
29608656	20.1
29609256	20.1
29609856	20.1
29610456	20.1
29611056	20.1
29611656	20.1
29612256	20.1
29612856	20.1
29613456	20.1
29614056	20.1
29614656	20.1
29615256	20.1
29615857	20.1
29616456	20.1
29617056	20.1
29617656	20.1
29618256	20.1
29618856	20.1
29619456	20.1
29620056	20.1
29620656	20.1
29621256	20.1
29621856	20.1
29622456	20.1
29623056	20.1
29623656	20.1
29624256	20.1
29624856	20.1
29625456	20.1
29626056	20.1
29626656	20.1
29627256	20.1
29627856	20.1
29628456	20.1
29629056	20.1
29629656	20.1
29630256	20.1
29630856	20.1
29631456	20.1
29632056	20.1
29632656	20.1
29633256	20.1
29633856	20.1
29634456	20.1
29635056	20.1
29635477	10.1
29635477	-20.1
29636074	-20.1
29636077	-20.1
29636677	-20.1
29637277	-20.1
29637877	-20.1
29638477	-20.1
29639077	-20.1
29639677	-20.1
29640277	-20.1
29640877	-20.1
29641477	-20.1
29642077	-20.1
29642677	-20.1
29643277	-20.1
29643877	-20.1
29644477	-20.1
29645077	-20.1
29645677	-20.1
29646277	-20.1
29646877	-20.1
29647477	-20.1
29648077	-20.1
29648677	-20.1
29649277	-20.1
29649877	-20.1
29650477	-20.1
29651077	-20.1
29651677	-20.1
29652277	-20.1
29652877	-20.1
29653477	-20.1
29654077	-20.1
29654677	-20.1
29655277	-20.1
29655877	-20.1
29656477	-20.1
29657077	-20.1
29657677	-20.1
29658277	-20.1
29658877	-20.1
29659477	-20.1
29660077	-20.1
29660677	-20.1
29661277	-20.1
29661877	-20.1
29662477	-20.1
29663077	-20.1
29663677	-20.1
29664277	-20.1
29664877	-20.1
29665477	-20.1
29666077	-20.1
29666677	-20.1
29667277	-20.1
29667804	-20.1
29667877	-20.1
29668291	-20.1
29668477	-20.1
29668808	-20.1
29669077	-20.1
29669331	-20.1
29669554	-20.1
29669677	-20.1
29669853	-20.1
29670007	-20.1
29670018	-20.1
29670019	20.1
29670087	20.1
29670194	20.1
29670330	20.1
29670495	20.1
29670618	20.1
29670840	20.1
29671107	20.1
29671218	20.1
29671558	20.1
29671818	20.1
29672278	20.1
29672418	20.1
29673018	20.1
29673618	20.1
29674218	20.1
29674819	20.1
29675418	20.1
29676018	20.1
29676618	20.1
29677218	20.1
29677819	20.1
29678418	20.1
29679018	20.1
29679618	20.1
29680218	20.1
29680819	20.1
29681418	20.1
29682018	20.1
29682618	20.1
29683218	20.1
29683818	20.1
29684418	20.1
29685018	20.1
29685618	20.1
29686218	20.1
29686818	20.1
29687418	20.1
29688019	20.1
29688618	20.1
29689218	20.1
29689818	20.1
29690418	20.1
29691019	20.1
29691618	20.1
29692218	20.1
29692818	20.1
29693418	20.1
29694018	20.1
29694618	20.1
29695219	20.1
29695818	20.1
29696418	20.1
29697018	20.1
29697618	20.1
29698218	20.1
29698818	20.1
29699419	20.1
29700018	20.1
29700618	20.1
29701218	20.1
29701818	20.1
29702418	20.1
29703018	20.1
29703619	20.1
29704218	20.1
29704631	10.1
29704631	-20.1
29705231	-20.1
29705831	-20.1
29706431	-20.1
29707031	-20.1
29707631	-20.1
29708231	-20.1
29708831	-20.1
29709431	-20.1
29710031	-20.1
29710631	-20.1
29711231	-20.1
29711831	-20.1
29712431	-20.1
29713031	-20.1
29713631	-20.1
29714231	-20.1
29714831	-20.1
29715431	-20.1
29716031	-20.1
29716631	-20.1
29717231	-20.1
29717831	-20.1
29718431	-20.1
29719031	-20.1
29719631	-20.1
29720231	-20.1
29720831	-20.1
29721431	-20.1
29722031	-20.1
29722631	-20.1
29723231	-20.1
29723831	-20.1
29724431	-20.1
29725031	-20.1
29725631	-20.1
29726231	-20.1
29726831	-20.1
29727431	-20.1
29728031	-20.1
29728631	-20.1
29729231	-20.1
29729831	-20.1
29730431	-20.1
29731031	-20.1
29731631	-20.1
29732231	-20.1
29732831	-20.1
29733431	-20.1
29734031	-20.1
29734631	-20.1
29735231	-20.1
29735831	-20.1
29736431	-20.1
29736958	-20.1
29737031	-20.1
29737446	-20.1
29737631	-20.1
29737962	-20.1
29738231	-20.1
29738486	-20.1
29738709	-20.1
29738831	-20.1
29739007	-20.1
29739161	-20.1
29739173	-20.1
29739173	20.1
29739241	20.1
29739348	20.1
29739484	20.1
29739648	20.1
29739773	20.1
29739995	20.1
29740263	20.1
29740373	20.1
29740710	20.1
29740973	20.1
29741434	20.1
29741573	20.1
29742173	20.1
29742773	20.1
29743373	20.1
29743973	20.1
29744573	20.1
29745173	20.1
29745773	20.1
29746373	20.1
29746973	20.1
29747573	20.1
29748173	20.1
29748773	20.1
29749373	20.1
29749973	20.1
29750573	20.1
29751173	20.1
29751773	20.1
29752373	20.1
29752973	20.1
29753573	20.1
29754173	20.1
29754773	20.1
29755373	20.1
29755973	20.1
29756573	20.1
29757173	20.1
29757773	20.1
29758373	20.1
29758973	20.1
29759573	20.1
29760173	20.1
29760773	20.1
29761373	20.1
29761973	20.1
29762573	20.1
29763173	20.1
29763773	20.1
29764373	20.1
29764973	20.1
29765573	20.1
29766173	20.1
29766773	20.1
29767373	20.1
29767973	20.1
29768573	20.1
29769173	20.1
29769773	20.1
29770373	20.1
29770973	20.1
29771573	20.1
29772173	20.1
29772773	20.1
29773373	20.1
29773779	10.1
29773779	-20.1
29774378	-20.1
29774379	-20.1
29774979	-20.1
29775579	-20.1
29776179	-20.1
29776779	-20.1
29777379	-20.1
29777979	-20.1
29778579	-20.1
29779179	-20.1
29779779	-20.1
29780379	-20.1
29780979	-20.1
29781579	-20.1
29782179	-20.1
29782779	-20.1
29783379	-20.1
29783979	-20.1
29784579	-20.1
29785179	-20.1
29785779	-20.1
29786379	-20.1
29786979	-20.1
29787579	-20.1
29788179	-20.1
29788779	-20.1
29789379	-20.1
29789979	-20.1
29790579	-20.1
29791179	-20.1
29791779	-20.1
29792379	-20.1
29792979	-20.1
29793579	-20.1
29794179	-20.1
29794779	-20.1
29795379	-20.1
29795979	-20.1
29796579	-20.1
29797179	-20.1
29797779	-20.1
29798379	-20.1
29798979	-20.1
29799579	-20.1
29800179	-20.1
29800779	-20.1
29801379	-20.1
29801979	-20.1
29802579	-20.1
29803179	-20.1
29803779	-20.1
29804379	-20.1
29804979	-20.1
29805579	-20.1
29806102	-20.1
29806179	-20.1
29806593	-20.1
29806779	-20.1
29807108	-20.1
29807379	-20.1
29807631	-20.1
29807852	-20.1
29807979	-20.1
29808153	-20.1
29808304	-20.1
29808305	-20.1
29808306	20.1
29808374	20.1
29808482	20.1
29808617	20.1
29808782	20.1
29808906	20.1
29809127	20.1
29809393	20.1
29809505	20.1
29809841	20.1
29810105	20.1
29810564	20.1
29810705	20.1
29811305	20.1
29811905	20.1
29812505	20.1
29813106	20.1
29813705	20.1
29814305	20.1
29814905	20.1
29815505	20.1
29816105	20.1
29816705	20.1
29817305	20.1
29817905	20.1
29818505	20.1
29819105	20.1
29819705	20.1
29820306	20.1
29820905	20.1
29821505	20.1
29822105	20.1
29822705	20.1
29823305	20.1
29823905	20.1
29824505	20.1
29825105	20.1
29825706	20.1
29826305	20.1
29826905	20.1
29827505	20.1
29828105	20.1
29828705	20.1
29829305	20.1
29829905	20.1
29830505	20.1
29831105	20.1
29831705	20.1
29832305	20.1
29832905	20.1
29833505	20.1
29834105	20.1
29834705	20.1
29835305	20.1
29835905	20.1
29836505	20.1
29837105	20.1
29837705	20.1
29838306	20.1
29838905	20.1
29839505	20.1
29840105	20.1
29840705	20.1
29841305	20.1
29841905	20.1
29842506	20.1
29842901	10.1
29842901	-20.1
29843500	-20.1
29843501	-20.1
29844101	-20.1
29844701	-20.1
29845301	-20.1
29845901	-20.1
29846501	-20.1
29847101	-20.1
29847701	-20.1
29848301	-20.1
29848901	-20.1
29849501	-20.1
29850101	-20.1
29850701	-20.1
29851301	-20.1
29851901	-20.1
29852501	-20.1
29853101	-20.1
29853701	-20.1
29854301	-20.1
29854901	-20.1
29855501	-20.1
29856101	-20.1
29856701	-20.1
29857301	-20.1
29857901	-20.1
29858501	-20.1
29859101	-20.1
29859701	-20.1
29860301	-20.1
29860901	-20.1
29861501	-20.1
29862101	-20.1
29862701	-20.1
29863301	-20.1
29863901	-20.1
29864501	-20.1
29865101	-20.1
29865701	-20.1
29866301	-20.1
29866901	-20.1
29867501	-20.1
29868101	-20.1
29868701	-20.1
29869301	-20.1
29869901	-20.1
29870501	-20.1
29871101	-20.1
29871701	-20.1
29872301	-20.1
29872901	-20.1
29873501	-20.1
29874101	-20.1
29874701	-20.1
29875221	-20.1
29875301	-20.1
29875713	-20.1
29875901	-20.1
29876231	-20.1
29876501	-20.1
29876753	-20.1
29876974	-20.1
29877101	-20.1
29877275	-20.1
29877423	-20.1
29877423	20.1
29877492	20.1
29877599	20.1
29877735	20.1
29877901	20.1
29878023	20.1
29878245	20.1
29878513	20.1
29878623	20.1
29878961	20.1
29879223	20.1
29879681	20.1
29879823	20.1
29880423	20.1
29881023	20.1
29881623	20.1
29882223	20.1
29882823	20.1
29883423	20.1
29884023	20.1
29884623	20.1
29885223	20.1
29885823	20.1
29886423	20.1
29887023	20.1
29887623	20.1
29888223	20.1
29888823	20.1
29889423	20.1
29890023	20.1
29890623	20.1
29891223	20.1
29891823	20.1
29892423	20.1
29893023	20.1
29893623	20.1
29894223	20.1
29894823	20.1
29895423	20.1
29896023	20.1
29896623	20.1
29897223	20.1
29897823	20.1
29898423	20.1
29899023	20.1
29899623	20.1
29900223	20.1
29900823	20.1
29901423	20.1
29902023	20.1
29902623	20.1
29903223	20.1
29903823	20.1
29904423	20.1
29905023	20.1
29905623	20.1
29906223	20.1
29906823	20.1
29907423	20.1
29908023	20.1
29908623	20.1
29909223	20.1
29909823	20.1
29910423	20.1
29911023	20.1
29911623	20.1
29912019	10.1
29912019	-20.1
29912614	-20.1
29912619	-20.1
29913219	-20.1
29913819	-20.1
29914419	-20.1
29915019	-20.1
29915619	-20.1
29916219	-20.1
29916819	-20.1
29917419	-20.1
29918019	-20.1
29918619	-20.1
29919219	-20.1
29919819	-20.1
29920419	-20.1
29921019	-20.1
29921619	-20.1
29922219	-20.1
29922819	-20.1
29923419	-20.1
29924019	-20.1
29924619	-20.1
29925219	-20.1
29925819	-20.1
29926419	-20.1
29927019	-20.1
29927619	-20.1
29928219	-20.1
29928819	-20.1
29929419	-20.1
29930019	-20.1
29930619	-20.1
29931219	-20.1
29931819	-20.1
29932419	-20.1
29933019	-20.1
29933619	-20.1
29934219	-20.1
29934819	-20.1
29935419	-20.1
29936019	-20.1
29936619	-20.1
29937219	-20.1
29937819	-20.1
29938419	-20.1
29939019	-20.1
29939619	-20.1
29940219	-20.1
29940819	-20.1
29941419	-20.1
29942019	-20.1
29942619	-20.1
29943219	-20.1
29943819	-20.1
29944339	-20.1
29944419	-20.1
29944828	-20.1
29945019	-20.1
29945347	-20.1
29945619	-20.1
29945870	-20.1
29946090	-20.1
29946219	-20.1
29946391	-20.1
29946537	-20.1
29946537	20.1
29946605	20.1
29946713	20.1
29946849	20.1
29947014	20.1
29947137	20.1
29947359	20.1
29947626	20.1
29947737	20.1
29948073	20.1
29948337	20.1
29948799	20.1
29948937	20.1
29949537	20.1
29950137	20.1
29950737	20.1
29951337	20.1
29951937	20.1
29952537	20.1
29953137	20.1
29953737	20.1
29954337	20.1
29954937	20.1
29955537	20.1
29956137	20.1
29956737	20.1
29957337	20.1
29957937	20.1
29958537	20.1
29959137	20.1
29959737	20.1
29960337	20.1
29960937	20.1
29961537	20.1
29962137	20.1
29962737	20.1
29963337	20.1
29963937	20.1
